Chlorite group,Quartz,Pyroxene,Plagioclase,K-Feldspar,Calcite group - Siderite,Calcite group,Dolomite group,Spinel group,Hematite group,Stilpnomelane,Mica group,Pyrite,Rutile group,Goethite,Smectite group,Sepiolite,Kaolinite-serpentine group,Birnessite,Fe3O4,Fe,SiO2,Al2O3,TiO2,Mn,CaO,P,S,MgO,K2O,Na2O,Zn,As,Cl,Cu,Pb,Ba,V,Cr,Ni,Co,Sn,Zr,Sr,LOI371,LOI650,LOI1000,LOI
9.625865808324397,44.54792227919828,,0,13.706264242556944,16.093462525861494,0.8803772762436639,3.458912556723439,1.1423069643680048,0.9859186140485545,9.558969732675218,0,,,0,,,,,0.9,14.32,56.61,5.713,0.251,0.531,1.359,0.103,0.482,3.59,2.366,0.128,0.009,0.001,0.005,0.009,-0.001,0.051,0.003,0.014,0.014,0.001,-0.001,0.008,0.008,0.5,6.4,1.11,8.01
9.625865808324397,44.54792227919828,,0,13.706264242556944,16.093462525861494,0.8803772762436639,3.458912556723439,1.1423069643680048,0.9859186140485545,9.558969732675218,0,,,0,,,,,,14.32,56.21,5.558,0.254,0.539,1.441,0.123,0.426,3.65,2.286,0.102,0.01,-0.001,-0.001,0.009,0.006,0.054,0.004,0.017,0.016,0.002,0.004,0.006,0.013,0.44,6.51,1.14,8.09
10.594822862221513,36.85325597934332,,0,20.664965279182685,12.352093374122905,1.2347139357623103,3.9979952128595513,0.8293864893167437,0.7653567576491632,12.70741011,0,,,0,,,,,0.7,14.4,55.27,7.55,0.336,0.316,1.304,0.109,0.368,3.37,3.386,0.153,0.012,-0.001,0.005,0.01,0.005,0.075,0.007,0.031,0.021,0.002,0.003,0.007,0.014,0.57,5.29,0.97,6.83
10.594822862221513,36.85325597934332,,0,20.664965279182685,12.352093374122905,1.2347139357623103,3.9979952128595513,0.8293864893167437,0.7653567576491632,12.70741011,0,,,0,,,,,,14.21,55,7.532,0.334,0.306,1.315,0.114,0.36,3.37,3.417,0.113,0.012,-0.001,-0.001,0.009,0.006,0.073,0.007,0.035,0.021,0.002,0.005,0.006,0.01,0.53,5.07,1.08,6.68
11.944844240699414,38.412700732599056,,0,16.149698207674938,14.384396849501563,0.8950270943716241,3.5007976607279887,0.9825845846889526,0.5634718569275455,13.166478772808912,0,,,0,,,,,0.7,15.56,53.88,7.064,0.335,0.342,1.152,0.075,0.413,3.66,2.755,0.158,0.012,0.001,0.005,0.009,0.003,0.065,0.008,0.035,0.023,0.003,-0.001,0.008,0.012,0.65,5.88,1.04,7.57
11.944844240699414,38.412700732599056,,0,16.149698207674938,14.384396849501563,0.8950270943716241,3.5007976607279887,0.9825845846889526,0.5634718569275455,13.166478772808912,0,,,0,,,,,,15.78,53.2,7.019,0.335,0.345,1.195,0.081,0.429,3.68,2.746,0.106,0.011,-0.001,0.001,0.01,0.005,0.065,0.008,0.036,0.022,0.003,0.004,0.008,0.012,0.54,5.91,1.13,7.58
7.425132347185076,49.480525970617286,,4.0580130642019245,6.203690174919982,14.315690382652004,0.7189823155567556,6.459164465,1.2294165411430156,2.1934315678523664,7.915953170458459,0,,,0,,,,,1,13.55,59.22,4.377,0.193,0.52,1.73,0.09,0.401,3.89,1.487,0.187,0.008,-0.001,0.004,0.008,0.001,0.038,0.002,0.008,0.011,0.001,0.002,0.006,0.009,0.41,6.46,1.39,8.26
7.425132347185076,49.480525970617286,,4.0580130642019245,6.203690174919982,14.315690382652004,0.7189823155567556,6.459164465,1.2294165411430156,2.1934315678523664,7.915953170458459,0,,,0,,,,,,13.41,58.6,4.342,0.19,0.515,1.758,0.109,0.364,3.9,1.494,0.145,0.008,-0.001,-0.001,0.007,0.005,0.038,0.002,0.011,0.012,0.001,0.003,0.003,0.011,0.38,6.41,1.45,8.24
7.866628067524212,48.01204233804637,,3.8015987985902786,6.960284059,16.48818624017143,0.7952197691621912,7.374630541736852,1.1764653471738071,1.4894839407548743,6.035460898306418,0,,,0,,,,,0.9,13.21,58.68,4.206,0.179,0.548,2,0.128,0.24,3.67,1.747,0.201,0.008,0.001,0.005,0.009,0.002,0.035,0.002,0.008,0.011,0.002,-0.001,0.006,0.012,0.6,7.02,1.48,9.10
7.866628067524212,48.01204233804637,,3.8015987985902786,6.960284059,16.48818624017143,0.7952197691621912,7.374630541736852,1.1764653471738071,1.4894839407548743,6.035460898306418,0,,,0,,,,,,13.01,58.74,4.195,0.18,0.539,2.007,0.123,0.219,3.67,1.757,0.164,0.008,-0.001,-0.001,0.008,0.004,0.035,0.002,0.01,0.011,0.001,0.002,0.003,0.012,0.43,6.98,1.59,9.00
7.4220616579108025,51.30238386029256,,0,7.104789356311191,15.43391577669602,0.8502361491363009,8.047964031885801,0.703306341,1.7005159146691462,7.434826912,0,,,0,,,,,1,14.03,59.95,3.205,0.126,0.371,2.507,0.149,0.222,2.79,1.129,0.108,0.008,0.002,0.003,0.012,0.002,0.018,0.003,0.007,0.009,0.001,-0.001,0.005,0.013,0.42,6.82,1.79,9.03
5.952563015859415,54.58711106676459,,0,4.521044531,17.08146950011414,1.159358339211854,7.789743915572091,0.48623517225528556,1.3407950394184727,7.081679419593066,0,,,0,,,,,0.9,13.79,59.91,2.612,0.108,0.502,2.823,0.15,0.231,2.71,0.935,0.087,0.007,0.002,0.002,0.01,0.001,0.013,-0.001,0.004,0.006,-0.001,-0.001,0.003,0.011,0.44,7.19,2.18,9.81
7.599931624957438,48.32824069934884,,0,4.492293151820797,18.508412575687586,1.095422505159266,6.379239209801434,0.32141446666132223,1.5215698185036823,11.753475948059657,0,,,0,,,,,0.9,16.06,57.33,3.26,0.126,0.398,1.928,0.139,0.385,3,1.007,0.101,0.007,0.002,0.004,0.009,-0.001,0.012,0.002,0.012,0.011,-0.001,-0.001,0.003,0.008,0.46,7.28,1.34,9.08
10.168093889157584,36.752373355655486,,0,5.342033936660423,19.779986946219456,0.8263467190575853,6.0913897168538265,1.024200724167185,1.0384665394222619,18.977108172806197,0,,,0,,,,,0.7,18.94,50.7,4.235,0.169,0.414,1.989,0.141,0.531,3.41,1.188,0.146,0.008,0.001,0.003,0.009,0.002,0.016,0.003,0.018,0.013,0.002,-0.001,0.006,0.011,0.62,7.7,1.47,9.79
9.438539114976976,42.122332325814284,,0,6.735549821147875,15.472701944041482,1.3731587954851237,5.801410386111184,0,0.6741650942677635,18.38214251815533,0,,,0,,,,,0.7,17.28,54.44,4.931,0.196,0.321,1.703,0.131,0.773,3.26,1.368,0.141,0.006,0.002,0.002,0.006,0.002,0.01,0.004,0.033,0.02,0.002,-0.001,0.006,0.01,0.6,5.88,1.46,7.94
5.899102396893582,45.93351339274608,,0,3.096337404,18.463957335386738,1.4236676435091111,6.804474818498303,0.637669954,0.9201380978739924,16.82113895688611,0,,,0,,,,,0.9,16.19,55.23,3.15,0.124,0.42,2.441,0.144,0.175,3.49,1.024,0.129,0.006,0.002,0.003,0.015,-0.001,0.014,0.001,0.007,0.009,-0.001,-0.001,0.003,0.009,0.66,7.54,1.88,10.08
1.105048,54.77528,,0,0.922362,33.09498,0,0,0,6.901772,0,3.200554,,,0,,,,,1.02,18.9,55.55,1.436,0.064,0.813,0.68,0.163,0.065,2.12,0.45,0.034,0.01,-0.001,0.003,0.011,-0.001,0.008,0.002,0.003,0.004,-0.001,-0.001,0.002,0.008,2.21,8.49,0.31,11.01
3.992719252303973,59.795268367718116,,0,1.3483381321260806,30.554389136715017,0,0,0.6081797190431064,2.473706212495292,0,1.2273991795984245,,,0,,,,,1,16.99,57.71,1.438,0.056,0.875,0.599,0.141,0.197,2.22,0.293,0.011,0.007,-0.001,0.002,0.012,-0.001,0.008,-0.001,0.002,0.003,-0.001,-0.001,0.002,0.007,2.54,8.49,0.57,11.60
8.109580843,64.31191871047899,,0,0.8595014433862952,23.207962511337403,0,0,0,3.0078364577533834,0,0.5032000344073698,,,0,,,,,1,15.1,61.63,2.18,0.094,0.991,0.511,0.133,0.137,2.47,0.164,0.024,0.005,-0.001,0.002,0.009,0.004,0.009,0.002,0.003,0.007,0.001,-0.001,0.003,0.011,1.31,7.73,0.41,9.45
10.298574604531892,53.62614947045707,,0,0,33.29282104,0.38650463448964945,0,0.8645803518240404,0.9540543860058049,0.5773155125545483,0,,,0,,,,,1,19.36,52.58,2.344,0.095,0.696,0.531,0.123,0.137,3.02,0.024,0.025,0.005,-0.001,0.002,0.006,-0.001,0.006,-0.001,0.005,0.007,0.001,-0.001,0.002,0.007,2.48,10.15,0.41,13.04
2.839277715413936,61.829632792608244,,0,0.8547215068711861,22.751113696477905,0,0,0.7733711319447365,8.833272207782917,0,2.118610948901062,,,0,,,,,1.4,17.74,58.98,1.692,0.076,0.983,0.513,0.129,0.097,2.14,0.401,0.028,0.003,-0.001,0.003,0.005,0.001,0.007,0.002,0.003,0.005,-0.001,-0.001,0.003,0.009,1.28,7.36,0.42,9.06
2.418552139383933,62.09908830844706,,0,0.798244086,20.594359637724832,0,0,0.849264615,10.510375092711552,0,2.7301161210085003,,,0,,,,,1.2,17.44,59.56,1.539,0.063,0.937,0.699,0.169,0.071,2.42,0.436,0.025,0.003,0.001,0.002,0.004,0.001,0.008,-0.001,0.005,0.009,-0.001,-0.001,0.002,0.007,0.59,7.59,0.37,8.55
2.868669262747627,63.10448295770972,,0,0,15.16376655003622,0,7.1323803488444995,0,9.852054158561849,0,1.8786467221000613,,,0,,,,,1.2,16.1,60.7,1.223,0.05,0.96,2.35,0.15,0.031,2.8,0.295,0.025,0.003,0.001,0.003,0.006,0.001,0.009,-0.001,0.002,0.005,-0.001,-0.001,0.002,0.01,0.4,6.62,2.17,9.19
5.722959132893839,59.768453751596425,,0,0.7060579065873728,19.51621414338813,0,7.082049205652348,0,6.295895018996257,0,0.9083708408856133,,,0,,,,,0.9,14.9,58.25,1.445,0.056,0.922,2.451,0.161,0.074,3.48,0.178,0.019,0.006,0.001,0.004,0.008,-0.001,0.007,-0.001,0.001,0.002,-0.001,-0.001,0.002,0.009,0.41,8.46,2.18,11.05
0.2989400401910574,6.090189281,,,0,2.943271271843033,,0,88.85132378645476,,1.816275620069008,,0,0,,,,,,85.8,65.71,7.347,0.218,0.029,0.08,0.107,0.026,0.007,0.334,0.059,0.004,0.002,-0.001,0.002,0.003,0.001,0.002,0.004,0.019,0.008,0.001,0.001,0.001,0.003,-0.25,-0.61,-1.44,-2.30
0,7.1841975212949105,,,0,1.7817648017331194,,0,89.24483513049702,,1.7892025464749615,,0,0,,,,,,84,64.55,8.898,0.301,0.036,0.088,0.134,0.026,0.01,0.358,0.117,0.016,0.003,-0.001,0.003,0.004,0.003,0.006,0.004,0.021,0.009,0.002,-0.001,0.001,0.004,-0.29,-0.67,-1.37,-2.33
0,9.682732260118497,,,0,2.1225906076270107,,1.1105701422459766,85.47136338,,1.276396192,,0,0.33634741616328745,,,,,,80,62.56,10.82,0.393,0.036,0.092,0.27,0.029,0.011,0.362,0.272,0.014,0.003,-0.001,0.002,0.004,-0.001,0.006,0.006,0.031,0.009,0.002,0.001,0.001,0.003,-0.32,-0.55,-1.2,-2.07
0,5.995641347066977,,,0,2.6866065413562783,,0.20749278977208233,89.06530363557914,,2.044955686225532,,0,0,,,,,,83.2,65.18,7.832,0.308,0.037,0.07,0.208,0.019,0.012,0.357,0.115,0.009,0.003,-0.001,0.004,0.003,0.004,0.005,0.006,0.034,0.01,0.002,-0.001,0.002,0.005,-0.32,-0.68,-1.18,-2.18
0.6591318701639606,8.385659201827302,,,0,3.641823175982312,,0,82.46813059753451,,3.934578967,,0.9106761870371632,0,,,,,,78.3,62.3,10.69,0.454,0.049,0.087,0.172,0.019,0.021,0.515,0.116,0.026,0.003,-0.001,0.003,0.004,0.003,0.006,0.008,0.043,0.009,0.002,0.001,0.002,0.006,-0.14,0.03,-1.26,-1.37
0,7.325883623800426,,,0,3.3989939709549413,,0,84.06803280500492,,4.8377726035583715,,0.36931699668133305,0,,,,,,80.4,62.77,10.19,0.438,0.041,0.091,0.136,0.021,0.017,0.494,0.122,0.03,0.003,-0.001,0.004,0.003,0.003,0.004,0.007,0.037,0.008,0.002,-0.001,0.001,0.004,-0.15,0,-1.34,-1.49
0.4614662836642806,5.616173939392902,,,0,3.7952205195001514,,0,85.55754592003458,,4.569593337408085,,0,0,,,,,,80.7,64.15,8.496,0.46,0.05,0.077,0.171,0.019,0.018,0.45,0.117,0.035,0.003,-0.001,0.003,0.004,0.002,0.003,0.01,0.068,0.009,0.002,-0.001,0.002,0.004,-0.14,-0.23,-1.22,-1.59
0.5324021720793198,4.507593286281461,,,0,2.7250283689290886,,0,89.54350965183954,,2.691466520870575,,0,0,,,,,,83.4,65.96,6.57,0.373,0.04,0.06,0.168,0.018,0.014,0.339,0.086,0.022,0.003,-0.001,0.003,0.004,0.003,0.004,0.009,0.044,0.009,0.002,0.001,0.001,0.004,-0.26,-0.71,-1.14,-2.11
3.9176147877759515,46.48521563063432,,,0,22.97607860907045,,2.591373762268045,3.4779290000665726,,20.551788210184657,,0,0,,,,,,2.6,17.16,56.43,1.943,0.08,0.875,1.066,0.16,0.062,3.49,0.484,0.104,0.005,0.001,0.003,0.004,-0.001,0.013,-0.001,-0.001,0.005,0.001,-0.001,0.004,0.011,0.84,8.85,0.44,10.13
4.569915553206327,50.87305751781722,,,0,16.22318249990055,,7.327484231939718,1.2134767867936782,,18.512915103551364,,0,1.279968306791151,,,,,,1.2,14.14,59.17,2.251,0.093,0.929,2.39,0.157,0.155,3.47,0.775,0.106,0.006,0.001,0.002,0.005,0.001,0.017,-0.001,0.001,0.005,0.001,-0.001,0.004,0.012,0.6,7.04,1.89,9.53
1.3414374390016692,51.03014409964225,,,6.914125647545213,12.550361073413397,,11.307668662572372,1.4702501647148378,,13.798818342210387,,0,1.5871945708998738,,,,,,1.2,10.94,61.16,2.814,0.118,0.79,3.529,0.217,0.135,3.33,1.776,0.092,0.006,0.001,0.002,0.007,0.001,0.024,-0.001,0.002,0.004,0.001,-0.001,0.004,0.014,0.44,5.92,3.08,9.44
3.9907294738839463,48.97374313870472,,,0,14.046462527939646,,9.229398997558583,1.0803921340313924,,21.502031723939638,,0,1.1772420039420695,,,,,,1,14.9,58.49,2.242,0.094,0.531,3.042,0.15,0.178,3.13,0.698,0.108,0.005,0.001,0.002,0.004,0.001,0.013,-0.001,0.002,0.005,0.001,-0.001,0.004,0.011,0.72,6.38,2.47,9.57
4.321698206534166,40.15318532255952,,,0,21.256824228846803,,5.009463709669483,0.8867545912306366,,28.37207394115938,,0,0,,,,,,1.2,20.11,52.05,2.373,0.102,0.513,1.479,0.118,0.144,2.96,0.579,0.14,0.005,0.001,0.003,0.003,0.001,0.01,-0.001,0.002,0.006,0.001,-0.001,0.004,0.01,1.39,8.07,0.89,10.35
3.9507041254914483,39.56900015689523,,,0,22.245926828530976,,2.9621421261445624,0.8071047449192092,,30.465122018018583,,0,0,,,,,,1.1,20.43,51.88,2.443,0.097,0.532,1.155,0.149,0.108,2.96,0.633,0.151,0.005,0.002,0.002,0.002,-0.001,0.007,-0.001,0.002,0.005,-0.001,-0.001,0.002,0.005,1.47,8.07,0.47,10.01
5.0813471031515585,33.34557683527862,,,0,21.226855381149395,,5.529071008718458,0.6029076688899971,,34.21424200281197,,0,0,,,,,,1,22.3,47.48,3.091,0.135,0.445,1.704,0.137,0.251,3.02,0.747,0.16,0.006,0.002,0.003,0.004,-0.001,0.012,0.001,0.007,0.009,0.001,-0.001,0.004,0.01,1.16,8.04,1.03,10.23
5.960427844791097,40.88994741949591,,,0,14.154029217273404,,7.8413165073662325,0.6653426998786316,,30.48893631119472,,0,0,,,,,,1,18.6,53.1,3.052,0.132,0.451,2.662,0.147,0.186,2.97,0.716,0.152,0.006,0.001,0.001,0.004,-0.001,0.008,-0.001,0.006,0.008,0.001,-0.001,0.004,0.011,1.08,6.13,2,9.21
4.495556084315255,38.13728004617341,,,3.285466478594134,10.264419185538696,0.33244191827495195,5.099233901891222,30.845504581590408,3.402070983476667,3.5626692270926057,,0,0.5753575930526569,,,,,,30.5,32.14,41.47,2.146,0.093,0.474,1.284,0.079,0.042,2.24,0.891,0.106,0.005,-0.001,0.003,0.004,0.001,0.02,0.002,0.016,0.007,0.001,-0.001,0.004,0.013,0.34,4,0.45,4.79
4.495556084315255,38.13728004617341,,,3.285466478594134,10.264419185538696,0.33244191827495195,5.099233901891222,30.845504581590408,3.402070983476667,3.5626692270926057,,0,0.5753575930526569,,,,,,,32.13,41.5,2.081,0.094,0.476,1.297,0.083,0.046,2.26,0.862,0.083,0.005,-0.001,-0.001,0.004,0.004,0.026,0.003,0.018,0.008,0.001,0.001,0.004,0.008,0.21,4.12,0.54,4.87
9.472209669031075,33.83789618528995,,,6.332254802,12.03091353826201,0.660501649,3.9077930497519238,23.388583803515207,0.77738768,8.339197482244316,,0.4600671250120249,0.7931950158469697,,,,,,23.2,28.11,43.3,4.284,0.194,0.415,1.05,0.079,0.37,2.77,1.812,0.095,0.007,0.001,0.004,0.004,-0.001,0.039,0.006,0.035,0.013,0.001,-0.001,0.005,0.012,0.28,4.59,0.47,5.34
9.472209669031075,33.83789618528995,,,6.332254802,12.03091353826201,0.660501649,3.9077930497519238,23.388583803515207,0.77738768,8.339197482244316,,0.4600671250120249,0.7931950158469697,,,,,,,28.12,43.04,4.24,0.197,0.417,1.1,0.094,0.326,2.81,1.758,0.065,0.008,-0.001,-0.001,0.005,0.006,0.041,0.007,0.039,0.017,0.001,0.003,0.006,0.01,0.23,4.71,0.44,5.38
13.527740238805583,30.123775230856364,,,16.61637998234597,10.420730733510444,1.0544228158958135,3.8117686550308623,13.742781168672282,0,10.702401174882677,,0,0,,,,,,14.9,22.86,47.12,6.44,0.289,0.272,1.132,0.094,0.308,2.92,2.882,0.108,0.01,-0.001,0.005,0.006,0.004,0.063,0.008,0.051,0.019,0.002,0.001,0.007,0.012,0.4,4.37,0.63,5.40
13.527740238805583,30.123775230856364,,,16.61637998234597,10.420730733510444,1.0544228158958135,3.8117686550308623,13.742781168672282,0,10.702401174882677,,0,0,,,,,,,22.51,47.31,6.484,0.295,0.267,1.15,0.097,0.307,2.94,2.944,0.096,0.011,0.001,-0.001,0.006,0.005,0.064,0.008,0.053,0.019,0.002,0.002,0.007,0.013,0.4,4.28,0.69,5.37
14.927721452176582,30.915323312573317,,,12.635062922555488,12.658168104604245,0.9439573371241015,3.494451906241052,10.561056068404222,0.6206818110398947,11.699859985863483,,0.4794787036768561,1.0642383957407826,,,,,,11.8,22.08,47.43,6.301,0.303,0.309,1.035,0.065,0.37,3.28,2.455,0.122,0.011,0.001,0.005,0.006,0.002,0.06,0.009,0.062,0.021,0.002,-0.001,0.007,0.009,0.53,5.16,0.73,6.42
14.927721452176582,30.915323312573317,,,12.635062922555488,12.658168104604245,0.9439573371241015,3.494451906241052,10.561056068404222,0.6206818110398947,11.699859985863483,,0.4794787036768561,1.0642383957407826,,,,,,,22.41,46.62,6.173,0.3,0.306,1.066,0.069,0.377,3.26,2.429,0.087,0.01,0.001,-0.001,0.006,0.004,0.06,0.01,0.07,0.028,0.002,0.002,0.007,0.011,0.44,5.06,0.83,6.33
7.666150774286655,36.33779747783679,,,4.5516420319401885,10.732966067108832,0.44678135816592734,5.626727472,26.263924379284237,1.4684299176245357,5.917333804,,0.38021159898034323,0.6080351182760229,,,,,,26.6,29.5,43.02,3.231,0.147,0.381,1.255,0.066,0.293,2.84,1.13,0.126,0.006,-0.001,0.004,0.004,0.003,0.03,0.004,0.026,0.011,0.001,-0.001,0.005,0.01,0.15,4.38,0.56,5.09
7.666150774286655,36.33779747783679,,,4.5516420319401885,10.732966067108832,0.44678135816592734,5.626727472,26.263924379284237,1.4684299176245357,5.917333804,,0.38021159898034323,0.6080351182760229,,,,,,,29.01,42.89,3.192,0.146,0.383,1.284,0.082,0.261,2.88,1.135,0.103,0.006,-0.001,-0.001,0.003,0.004,0.03,0.004,0.029,0.013,0.001,-0.001,0.004,0.008,0.14,4.3,0.6,5.04
5.855845021734732,33.85871911504386,,,5.468423275779651,11.616954277077284,0.5983358523372597,5.095638455,29.388181388481254,1.5044676850755048,5.886097431131395,,0,0.7273374980008003,,,,,,29.3,31.11,40.52,2.98,0.134,0.384,1.389,0.087,0.169,2.56,1.294,0.128,0.006,-0.001,0.003,0.004,0.004,0.024,0.004,0.027,0.012,0.001,-0.001,0.004,0.016,0.37,4.39,0.48,5.24
5.855845021734732,33.85871911504386,,,5.468423275779651,11.616954277077284,0.5983358523372597,5.095638455,29.388181388481254,1.5044676850755048,5.886097431131395,,0,0.7273374980008003,,,,,,,30.89,40.83,2.995,0.134,0.378,1.391,0.084,0.154,2.56,1.305,0.114,0.006,-0.001,-0.001,0.004,0.004,0.026,0.004,0.032,0.015,0.001,-0.001,0.004,0.008,0.17,4.44,0.64,5.25
4.0027920028992945,39.51518040622876,,,3.0183810583352506,11.817963922738256,0.30904290903080023,5.658335221104627,27.433378593089284,2.9792190271199632,4.9299049771977455,0,0,0.3358018822560081,,,,,,26,30.81,42.32,2.305,0.096,0.267,1.828,0.108,0.156,2.04,0.846,0.072,0.002,0.001,0.003,0.001,-0.001,0.007,0.004,0.019,0.006,-0.001,-0.001,0.003,0.008,0.26,4.52,0.86,5.64
4.369439421,37.79872383,,,1.895159037005317,12.010504081494517,0.4851579374763961,7.481074871458704,28.33365666609831,1.2014946548258607,5.881520434540669,0,0,0.5432690670486097,,,,,,28.4,31.65,41.29,1.869,0.082,0.355,1.988,0.106,0.163,1.92,0.698,0.059,0.001,0.001,0.001,-0.001,-0.001,0.004,0.002,0.016,0.006,-0.001,-0.001,0.002,0.008,0.26,4.68,0.99,5.93
4.867792736335393,38.64127410845318,,,0.9223857627999709,14.42587842631916,0.8615086326119533,5.197083122858891,22.61353140171446,1.4635317943041795,9.717523250750281,0,0.3991658394168001,0.8903249244357041,,,,,,22.3,29.17,43.79,2.501,0.103,0.305,1.494,0.106,0.291,2.32,0.805,0.079,0.002,0.001,0.002,0.001,-0.001,0.011,0.002,0.021,0.007,-0.001,-0.001,0.003,0.008,0.28,5.27,0.66,6.21
8.724823626576452,33.04633149919662,,,3.992578918601853,17.270060321406913,1.5392006558954678,5.777407815214402,12.187352194214352,0,16.10992341428877,0,0.8964713800388768,0.4558501745663082,,,,,,12.4,25.38,44.2,3.758,0.149,0.368,1.798,0.124,0.474,3.06,1.079,0.098,0.003,0.001,0.001,0.001,-0.001,0.013,0.003,0.03,0.012,-0.001,-0.001,0.004,0.009,0.5,6.78,1.1,8.38
10.114158882771752,36.573270771760704,,,5.437644568041982,13.420029118359903,1.2103699736360958,5.196776081023583,10.927328792163609,0,15.51788489998839,0,1.300605960248296,0.30193095200569614,,,,,,11.6,23.43,48.14,4.382,0.177,0.289,1.538,0.118,0.703,2.96,1.248,0.1,0.003,0.001,0.004,0.001,0.001,0.012,0.004,0.036,0.013,0.001,-0.001,0.005,0.009,0.44,5.23,1.16,6.83
4.969568742739828,34.34164338536514,,,2.0286166281617546,13.67070127953679,0.48934220119220234,5.071193347489669,25.06350820568828,0,13.485767079151088,0,0.395125205,0.48453392538851253,,,,,,24.6,30.42,40.93,2.383,0.097,0.322,1.877,0.109,0.128,2.69,0.811,0.088,0.002,-0.001,0.003,-0.001,0.002,0.008,0.003,0.021,0.011,-0.001,-0.001,0.004,0.01,0.38,5.36,0.99,6.73
0.7920375485499835,41.68101761929397,,,0,21.133974508360676,0,0,30.054255609370003,5.771883427556697,0,0.5668312868686656,0,0,,,,,,29.03,35.46,38.25,0.965,0.043,0.572,0.473,0.116,0.044,1.49,0.302,0.014,0.003,0.001,0.003,-0.001,-0.001,0.003,0.003,0.009,0.007,-0.001,-0.001,0.002,0.006,1.28,5.5,-0.19,6.59
2.6932486189699465,41.329143735187955,,,0,22.134684739629247,0,0,31.60841020168027,1.461720151619682,0,0.2524706444124787,0.5203219085004324,0,,,,,,31.4,35.11,38.62,0.958,0.039,0.609,0.416,0.1,0.131,1.55,0.193,0.015,0.002,-0.001,0.004,-0.001,-0.001,0.003,0.002,0.006,0.003,-0.001,-0.001,0.002,0.006,1.4,5.38,-0.01,6.77
5.115085373,40.000888469971244,,,0,14.988011411470387,0,0,37.483704534554015,1.9620617500241604,0,0,0.4502484608481348,0,,,,,,37.8,36.88,38.15,1.336,0.062,0.617,0.317,0.085,0.083,1.57,0.095,0.019,0.003,0.001,0.003,-0.001,0.001,-0.001,-0.001,0.008,0.004,0.001,-0.001,0.002,0.004,0.5,4.27,-0.21,4.56
8.013074897494418,40.58117625591866,,,0,25.061419734764062,0,0,25.83911680209102,0,0.5052123097318535,0,0,0,,,,,,25.6,33.18,38.18,1.729,0.074,0.521,0.394,0.092,0.097,2.27,0.015,0.018,0.001,0.001,0.002,-0.001,-0.001,0.002,0.002,0.013,0.006,-0.001,-0.001,0.002,0.004,1.59,7.33,-0.11,8.81
2.1266433021391364,39.97737570677083,,,0,16.17359705727985,0,0,34.58497724760372,5.7597251339238715,0,0.5864084828347496,0.5497524669871231,0.24152060246073792,,,,,,34.6,37.21,37.79,1.077,0.046,0.65,0.335,0.086,0.062,1.4,0.255,0.015,0.002,0.001,0.004,-0.001,-0.001,0.004,-0.001,0.006,0.003,0.001,0.001,0.001,0.004,0.5,4.36,-0.18,4.68
1.2778834711299458,39.30122445334327,,,0,13.449946933839255,0,0,37.96930098680988,7.434185671939775,0,0.40908821778304455,0,0.15837026515481747,,,,,,36.1,38.48,36.7,0.93,0.039,0.588,0.441,0.11,0.043,1.49,0.265,0.025,0.002,-0.001,0.004,0.001,-0.001,0.003,0.001,0.005,0.002,-0.001,0.001,0.001,0.007,0.13,4.07,-0.27,3.93
1.6969602489029385,38.17968783111836,,,0,9.479393169850937,0,5.269693333215326,38.73982022170198,6.242543348,0,0.21035873080067308,0,0.1815431163055603,,,,,,39.2,38.93,35.42,0.711,0.03,0.578,1.416,0.092,0.018,1.68,0.172,0.011,0.002,0.001,0.002,-0.001,-0.001,0.004,-0.001,0.003,0.002,-0.001,-0.001,0.001,0.005,-0.05,3.24,0.65,3.84
3.839466999530391,37.770870900696956,,,0,13.44384025,0,5.826318470076112,35.032217514144264,4.012538138304788,0,0.074747723,0,0,,,,,,35.7,36.1,36.46,0.932,0.036,0.609,1.611,0.111,0.047,2.26,0.113,0.018,0.001,0.001,0.004,-0.001,-0.001,0.005,-0.001,0.003,0.002,-0.001,-0.001,0.001,0.005,0.05,4.99,0.75,5.79
8.450291458,33.13708344322139,0,0,0,18.714885359201464,0.5200485085946933,1.9256247936439674,28.455861267412562,0.9630920006471504,7.833113168906678,,,,,,,,,29.4,33.34,37.87,2.027,0.091,0.493,0.792,0.093,0.096,3.26,0.186,0.055,0.004,0.001,0.004,0.003,0.002,0.01,0.002,0.012,0.006,0.001,-0.001,0.005,0.009,0.64,6.57,-0.17,7.04
2.8993651119325072,35.09941295981082,0,0,1.1501504990915643,13.071344501327774,0,4.680338727571751,33.91985165296784,1.2183390345157683,7.961197512781982,,,,,,,,,36.4,34.11,38.99,1.061,0.048,0.619,1.389,0.091,0.022,2.65,0.283,0.055,0.002,-0.001,0.004,0.002,-0.001,0.005,-0.001,0.006,0.002,-0.001,-0.001,0.003,0.008,0.32,4.51,0.55,5.38
4.191271423,33.95259333500387,0,0,0,13.888817762758956,0.44517369421878333,2.945795515629851,35.43675764662484,1.256503327724838,7.883087295196297,,,,,,,,,36.1,35.24,38.04,1.361,0.059,0.558,0.996,0.098,0.045,2.72,0.284,0.066,0.003,-0.001,0.004,0.003,0.002,0.012,0.002,0.008,0.003,-0.001,-0.001,0.004,0.008,0.36,4.66,0.03,5.05
