BHID_x,Composite_x,Process,Product,BV Report,Mineral,Chlorite group,Quartz,Pyroxene,Plagioclase,K-Feldspar,Calcite group-Siderite,Calcite group,Dolomite group,Spinel group,Hematite group,Stilpnomelane,Mica group,Pyrite,Rutile group,Goethite,Smectite group,Sepiolite,Kaolinite-serpentine group,Total,Sample_x,CompositeID,Sample_y,BHID_y,Composite_y,Size,Type,Fe3O4,Fe,SiO2,Al2O3,TiO2,Mn,CaO,P XRF,S XRF,MgO,K2O,Na2O,Zn,As,Cl,Cu,Pb,Ba,V,Cr,Ni,Co,Sn XRF,Zr,Sr,LOI371,LOI650,LOI1000,LOI
NSRD0797,Comp 13,DTR,Cons,N9821XD21,41-44710286,0,7.397035119,,0,,1.001028655,,0,89.6433665,0,,0,,0,0,0,1.95856973,0,100,44710286,NSRD0797 Comp 13 53 Cons,44710970023,NSRD0797,Comp 13, -53um ,DTR Cons,87.5,65.02,8.452,0.23,0.021,0.082,0.116,0.023,0.003,0.331,0.151,0.023,0.003,-0.001,0.003,0.003,-0.001,0.002,0.003,0.016,0.008,0.002,-0.001,0.001,0.003,-0.41,-0.85,-1.35,-2.61
NSRD0797,Comp 14,DTR,Cons,N9821XD21,42-44710287,1.250786139,7.275487581,,0,,2.65326333,,0,82.55927286,0,,0,,0,0,0,6.261190089,0,100,44710287,NSRD0797 Comp 14 53 Cons,44710970024,NSRD0797,Comp 14, -53um ,DTR Cons,82.5,62.99,10.01,0.497,0.048,0.102,0.111,0.024,0.021,0.642,0.119,0.03,0.003,-0.001,0.003,0.004,0.002,0.005,0.007,0.038,0.01,0.001,-0.001,0.003,0.003,-0.19,-0.33,-1.22,-1.74
NSRD0799,Comp 5,DTR,Cons,N9821XD21,43-44710288,0.549494186,6.159282501,,0,,1.073546146,,0,79.44143674,12.18717268,,0,,0.291810607,0,0,0.297257142,0,100,44710288,NSRD0799 Comp 5 53 Cons,44710990001,NSRD0799,Comp 5, -53um ,DTR Cons,74.85,66.9,5.533,0.416,0.036,0.041,0.063,0.012,0.005,0.189,0.229,0.03,0.005,-0.001,0.005,-0.001,0.001,0.005,0.008,0.098,0.016,0.002,-0.001,0.001,0.002,-0.3,-0.76,-1.18,-2.24
NSRD0799,Comp 5,DTR,Cons,N9821XD21,43-44710288,0.549494186,6.159282501,,0,,1.073546146,,0,79.44143674,12.18717268,,0,,0.291810607,0,0,0.297257142,0,100,44710288,NSRD0799 Comp 5 53 Cons,44710990314,NSRD0799,Comp 5, -53um ,R-DTR Cons,,65.58,6.944,0.483,0.034,0.048,0.069,0.013,0.009,0.213,0.284,0.037,0.006,-0.001,-0.001,0.002,0.001,0.01,0.008,0.078,0.015,0.002,-0.001,-0.001,0.001,-0.31,-0.61,-1.16,-2.08
NSRD0799,Comp 6,DTR,Cons,N9821XD21,44-44710289,0,6.234354403,,0,,0,,0,92.78488032,0.758091615,,0,,0,0,0,0.222673659,0,100,44710289,NSRD0799 Comp 6 53 Cons,44710990002,NSRD0799,Comp 6, -53um ,DTR Cons,83.27,66.18,6.892,0.44,0.034,0.053,0.097,0.014,0.006,0.268,0.249,0.037,0.004,-0.001,0.003,-0.001,0.001,0.007,0.007,0.081,0.016,0.002,-0.001,0.001,0.003,-0.42,-0.73,-1.35,-2.5
NSRD0799,Comp 6,DTR,Cons,N9821XD21,44-44710289,0,6.234354403,,0,,0,,0,92.78488032,0.758091615,,0,,0,0,0,0.222673659,0,100,44710289,NSRD0799 Comp 6 53 Cons,44710990315,NSRD0799,Comp 6, -53um ,R-DTR Cons,,65.75,7.013,0.439,0.031,0.052,0.094,0.013,0.008,0.247,0.25,0.044,0.005,-0.001,-0.001,0.002,-0.001,0.012,0.008,0.066,0.016,0.002,0.001,-0.001,-0.001,-0.45,-0.72,-1.33,-2.5
NSRD0799,Comp 10,DTR,Cons,N9821XD21,45-44710290,0.69976302,5.865143775,,0,,1.456649864,,0,91.04161327,0.499977333,,0,,0,0,0,0.436852734,0,100,44710290,NSRD0799 Comp 10 53 Cons,44710990003,NSRD0799,Comp 10, -53um ,DTR Cons,85,66.92,6.19,0.297,0.027,0.053,0.082,0.011,0.005,0.29,0.115,0.018,0.003,-0.001,0.007,-0.001,0.002,0.005,0.005,0.05,0.009,0.002,0.001,-0.001,0.002,-0.43,-0.79,-1.29,-2.51
NSRD0799,Comp 10,DTR,Cons,N9821XD21,45-44710290,0.69976302,5.865143775,,0,,1.456649864,,0,91.04161327,0.499977333,,0,,0,0,0,0.436852734,0,100,44710290,NSRD0799 Comp 10 53 Cons,44710990316,NSRD0799,Comp 10, -53um ,R-DTR Cons,,65.57,7.405,0.331,0.026,0.061,0.088,0.013,0.008,0.32,0.137,0.025,0.006,0.001,-0.001,0.003,0.001,0.009,0.006,0.043,0.012,0.002,0.003,-0.001,0.001,-0.44,-0.69,-1.29,-2.42
NSRD0799,Comp 12,DTR,Cons,N9821XD21,46-44710291,0,6.996797657,,0,,1.250529653,,0,89.85709454,0.603815724,,0,,0.352358345,0,0,0.939404078,0,100,44710291,NSRD0799 Comp 12 53 Cons,44710990004,NSRD0799,Comp 12, -53um ,DTR Cons,82.12,64.72,8.54,0.593,0.04,0.057,0.095,0.014,0.01,0.31,0.359,0.056,0.004,-0.001,0.003,-0.001,0.002,0.01,0.008,0.069,0.015,0.001,0.001,0.001,0.003,-0.42,-0.76,-1.27,-2.45
NSRD0799,Comp 12,DTR,Cons,N9821XD21,46-44710291,0,6.996797657,,0,,1.250529653,,0,89.85709454,0.603815724,,0,,0.352358345,0,0,0.939404078,0,100,44710291,NSRD0799 Comp 12 53 Cons,44710990317,NSRD0799,Comp 12, -53um ,R-DTR Cons,,64.61,8.352,0.576,0.038,0.055,0.092,0.014,0.012,0.287,0.349,0.059,0.007,-0.001,-0.001,0.004,0.002,0.015,0.008,0.058,0.013,0.003,0.004,-0.001,0.003,-0.45,-0.78,-1.26,-2.49
NSRD0799,Comp 13,DTR,Cons,N9821XD21,47-44710292,0.97882562,6.773923128,,0,,0.900845345,,0,90.29792852,0,,0,,0.413092084,0,0,0.635385301,0,100,44710292,NSRD0799 Comp 13 53 Cons,44710990005,NSRD0799,Comp 13, -53um ,DTR Cons,84.2,65.47,7.62,0.59,0.042,0.055,0.099,0.016,0.018,0.31,0.325,0.021,0.005,-0.001,0.009,-0.001,0.001,0.011,0.009,0.078,0.012,0.002,0.002,0.002,0.003,-0.4,-0.84,-1.26,-2.5
NSRD0799,Comp 13,DTR,Cons,N9821XD21,47-44710292,0.97882562,6.773923128,,0,,0.900845345,,0,90.29792852,0,,0,,0.413092084,0,0,0.635385301,0,100,44710292,NSRD0799 Comp 13 53 Cons,44710990318,NSRD0799,Comp 13, -53um ,R-DTR Cons,,64.66,8.19,0.608,0.039,0.056,0.098,0.016,0.018,0.313,0.351,0.025,0.007,0.001,-0.001,0.004,0.002,0.014,0.01,0.066,0.014,0.003,-0.001,0.001,0.002,-0.41,-0.81,-1.23,-2.45
NSRD0799,Comp 14,DTR,Cons,N9821XD21,48-44710293,1.358259654,5.505994934,,0,,1.274557149,,0,90.27082399,0,,0,,0.249071308,0,0,1.341292962,0,100,44710293,NSRD0799 Comp 14 53 Cons,44710990006,NSRD0799,Comp 14, -53um ,DTR Cons,83.46,65.42,7.192,0.693,0.063,0.046,0.095,0.014,0.014,0.378,0.296,0.015,0.008,-0.001,-0.001,-0.001,0.002,0.009,0.015,0.182,0.013,0.001,-0.001,0.002,0.003,-0.25,-0.78,-1.32,-2.35
NSRD0799,Comp 14,DTR,Cons,N9821XD21,48-44710293,1.358259654,5.505994934,,0,,1.274557149,,0,90.27082399,0,,0,,0.249071308,0,0,1.341292962,0,100,44710293,NSRD0799 Comp 14 53 Cons,44710990319,NSRD0799,Comp 14, -53um ,R-DTR Cons,,64.72,7.622,0.735,0.063,0.053,0.099,0.015,0.017,0.396,0.308,0.027,0.012,-0.001,-0.001,0.005,0.003,0.014,0.015,0.153,0.016,0.001,0.001,0.001,0.001,-0.33,-0.68,-1.27,-2.28
NSRD0799,Comp 16,DTR,Cons,N9821XD21,49-44710294,1.891320914,4.454079399,,0,,1.442836119,,0,90.5165745,0,,0,,0,0,0,1.695189064,0,100,44710294,NSRD0799 Comp 16 53 Cons,44710990007,NSRD0799,Comp 16, -53um ,DTR Cons,84.99,66.06,6.13,0.653,0.069,0.042,0.074,0.009,0.015,0.384,0.22,0.02,0.008,-0.001,0.002,-0.001,0.002,0.013,0.02,0.211,0.014,0.001,-0.001,0.001,0.003,-0.26,-0.75,-1.35,-2.36
NSRD0799,Comp 16,DTR,Cons,N9821XD21,49-44710294,1.891320914,4.454079399,,0,,1.442836119,,0,90.5165745,0,,0,,0,0,0,1.695189064,0,100,44710294,NSRD0799 Comp 16 53 Cons,44710990320,NSRD0799,Comp 16, -53um ,R-DTR Cons,,66.35,5.75,0.605,0.065,0.042,0.068,0.008,0.018,0.351,0.205,0.012,0.011,-0.001,-0.001,0.004,0.004,0.017,0.02,0.179,0.017,0.004,-0.001,0.002,0.003,-0.31,-0.81,-1.29,-2.41
NSRD0799,Comp 17,DTR,Cons,N9821XD21,50-44710295,2.498254611,7.481144594,,0,,1.847041553,,0,86.16239121,0,,0,,0.306537941,0,0,1.704630089,0,100,44710295,NSRD0799 Comp 17 53 Cons,44710990008,NSRD0799,Comp 17, -53um ,DTR Cons,85.6,65.09,7.662,0.706,0.058,0.046,0.104,0.012,0.017,0.382,0.28,0.016,0.007,-0.001,-0.001,-0.001,0.002,0.015,0.014,0.138,0.012,0.002,0.001,0.002,0.003,-0.24,-0.72,-1.36,-2.32
NSRD0799,Comp 17,DTR,Cons,N9821XD21,50-44710295,2.498254611,7.481144594,,0,,1.847041553,,0,86.16239121,0,,0,,0.306537941,0,0,1.704630089,0,100,44710295,NSRD0799 Comp 17 53 Cons,44710990321,NSRD0799,Comp 17, -53um ,R-DTR Cons,,65.79,6.265,0.685,0.057,0.045,0.098,0.012,0.016,0.35,0.281,0.031,0.01,-0.001,-0.001,0.005,0.005,0.022,0.016,0.119,0.014,0.003,-0.001,0.002,0.003,-0.34,-0.75,-1.26,-2.35
NSRD0800,Comp 4,DTR,Cons,N9821XD21,51-44710296,0.836237858,8.501156234,,0,,1.379606903,,0,88.01058877,0.91240506,,0,,0,0,0,0.360005172,0,100,44710296,NSRD0800 Comp 4 53 Cons,44718000019,NSRD0800,Comp 4, -53um ,DTR Cons,81.6,64.78,8.33,0.384,0.029,0.074,0.099,0.016,0.006,0.31,0.191,0.026,0.004,-0.001,0.001,0.004,0.005,0.008,0.004,0.037,0.011,0.001,-0.001,-0.001,0.007,-0.38,-0.62,-1.27,-2.27
NSRD0800,Comp 4,DTR,Cons,N9821XD21,51-44710296,0.836237858,8.501156234,,0,,1.379606903,,0,88.01058877,0.91240506,,0,,0,0,0,0.360005172,0,100,44710296,NSRD0800 Comp 4 53 Cons,44718000218,NSRD0800,Comp 4, -53um ,R-'DTR Cons,,65.92,7.178,0.318,0.025,0.056,0.083,0.013,0.006,0.245,0.165,0.021,0.006,-0.001,-0.001,0.005,0.004,0.008,0.007,0.043,0.016,0.002,-0.001,0.001,0.003,-0.41,-0.8,-1.28,-2.49
NSRD0800,Comp 5,DTR,Cons,N9821XD21,52-44710297,2.150628695,7.047734693,,0,,1.602880917,,0,88.09617102,0,,0,,0,0,0,1.102584676,0,100,44710297,NSRD0800 Comp 5 53 Cons,44718000020,NSRD0800,Comp 5, -53um ,DTR Cons,83.3,64.02,8.69,0.645,0.052,0.067,0.105,0.016,0.038,0.421,0.26,0.027,0.009,-0.001,0.001,0.004,0.009,0.015,0.011,0.092,0.014,0.001,-0.001,-0.001,0.009,-0.29,-0.68,-1.18,-2.15
NSRD0800,Comp 5,DTR,Cons,N9821XD21,52-44710297,2.150628695,7.047734693,,0,,1.602880917,,0,88.09617102,0,,0,,0,0,0,1.102584676,0,100,44710297,NSRD0800 Comp 5 53 Cons,44718000219,NSRD0800,Comp 5, -53um ,R-'DTR Cons,,65.59,7.058,0.514,0.044,0.048,0.087,0.013,0.024,0.312,0.205,0.019,0.008,-0.001,-0.001,0.005,0.005,0.011,0.013,0.097,0.017,0.002,0.004,0.001,0.003,-0.32,-0.87,-1.2,-2.39
NSRD0800,Comp 6,DTR,Cons,N9821XD21,53-44710298,1.749613262,6.677484977,,0,,0.922599463,,0,89.47644033,0,,0,,0,0,0,1.173861966,0,100,44710298,NSRD0800 Comp 6 53 Cons,44718000021,NSRD0800,Comp 6, -53um ,DTR Cons,81.4,64.44,7.939,0.812,0.07,0.043,0.103,0.014,0.022,0.445,0.27,0.027,0.01,-0.001,0.001,0.004,0.004,0.011,0.014,0.146,0.013,0.003,-0.001,-0.001,0.004,-0.25,-0.75,-1.23,-2.23
NSRD0800,Comp 6,DTR,Cons,N9821XD21,53-44710298,1.749613262,6.677484977,,0,,0.922599463,,0,89.47644033,0,,0,,0,0,0,1.173861966,0,100,44710298,NSRD0800 Comp 6 53 Cons,44718000220,NSRD0800,Comp 6, -53um ,R-'DTR Cons,,65.25,7.049,0.737,0.064,0.035,0.097,0.013,0.021,0.36,0.248,0.012,0.01,-0.001,-0.001,0.004,0.004,0.015,0.016,0.159,0.019,0.002,0.002,0.001,0.002,-0.29,-0.93,-1.19,-2.41
NSRD0800,Comp 8,DTR,Cons,N9821XD21,54-44710299,1.867350217,5.922151298,,0,,2.031664806,,0,88.89603537,0,,0,,0,0,0,1.282798311,0,100,44710299,NSRD0800 Comp 8 53 Cons,44718000022,NSRD0800,Comp 8, -53um ,DTR Cons,81.8,64.92,6.919,0.738,0.073,0.057,0.079,0.01,0.021,0.479,0.209,0.022,0.018,-0.001,0.001,0.004,0.004,0.012,0.017,0.255,0.014,0.001,-0.001,0.001,0.005,-0.2,-0.55,-1.22,-1.97
NSRD0800,Comp 8,DTR,Cons,N9821XD21,54-44710299,1.867350217,5.922151298,,0,,2.031664806,,0,88.89603537,0,,0,,0,0,0,1.282798311,0,100,44710299,NSRD0800 Comp 8 53 Cons,44718000221,NSRD0800,Comp 8, -53um ,R-'DTR Cons,,66.22,5.735,0.616,0.068,0.044,0.066,0.009,0.021,0.377,0.173,0.016,0.018,-0.001,-0.001,0.004,0.003,0.01,0.02,0.263,0.019,0.002,-0.001,-0.001,0.002,-0.28,-0.78,-1.26,-2.32
NSRD0800,Comp 11,DTR,Cons,N9821XD21,55-44710300,1.652734703,6.296722108,,0,,1.241410609,,0,89.87477948,0,,0,,0,0,0,0.9343531,0,100,44710300,NSRD0800 Comp 11 53 Cons,44718000023,NSRD0800,Comp 11, -53um ,DTR Cons,83.7,65.24,7.451,0.585,0.046,0.051,0.07,0.011,0.021,0.384,0.253,0.013,0.005,-0.001,0.001,0.002,0.001,0.011,0.008,0.064,0.011,0.001,-0.001,-0.001,0.006,-0.34,-0.86,-1.17,-2.37
NSRD0800,Comp 11,DTR,Cons,N9821XD21,55-44710300,1.652734703,6.296722108,,0,,1.241410609,,0,89.87477948,0,,0,,0,0,0,0.9343531,0,100,44710300,NSRD0800 Comp 11 53 Cons,44718000222,NSRD0800,Comp 11, -53um ,R-'DTR Cons,,66.31,6.412,0.48,0.04,0.039,0.064,0.01,0.019,0.304,0.218,0.019,0.007,-0.001,-0.001,0.003,0.004,0.014,0.009,0.067,0.012,0.002,0.001,0.001,0.002,-0.39,-1.04,-1.19,-2.62
NSRD0800,Comp 15,DTR,Cons,N9821XD21,56-44710301,0.911927947,5.543499451,,0,,0,,0,92.90194478,0,,0,,0,0,0,0.642627821,0,100,44710301,NSRD0800 Comp 15 53 Cons,44718000024,NSRD0800,Comp 15, -53um ,DTR Cons,85.4,65.22,7.332,0.66,0.048,0.049,0.091,0.011,0.022,0.342,0.37,0.017,0.006,-0.001,0.001,0.003,0.004,0.012,0.008,0.064,0.013,0.001,-0.001,0.001,0.005,-0.37,-0.93,-1.11,-2.41
NSRD0800,Comp 15,DTR,Cons,N9821XD21,56-44710301,0.911927947,5.543499451,,0,,0,,0,92.90194478,0,,0,,0,0,0,0.642627821,0,100,44710301,NSRD0800 Comp 15 53 Cons,44718000223,NSRD0800,Comp 15, -53um ,R-'DTR Cons,,66.34,6.262,0.553,0.044,0.039,0.077,0.01,0.018,0.264,0.325,0.013,0.006,-0.001,-0.001,0.003,0.004,0.014,0.01,0.068,0.015,0.003,0.001,0.001,0.003,-0.4,-1.05,-1.19,-2.64
NSRD0801,Comp 3,DTR,Cons,N9821XD21,57-44710302,0.944763157,3.853275186,,0,,0.668630589,,0,88.21305694,5.590949832,,0,,0,0,0,0.729324293,0,100,44710302,NSRD0801 Comp 3 53 Cons,44711010019,NSRD0801,Comp 3, -53um ,DTR Cons,84.4,67.86,4.607,0.304,0.024,0.029,0.109,0.009,0.008,0.18,0.145,-0.001,0.002,-0.001,0.004,0.001,-0.001,0.002,0.007,0.049,0.008,-0.001,0.003,-0.001,-0.001,-0.4,-0.97,-1.21,-2.58
NSRD0801,Comp 4,DTR,Cons,N9821XD21,58-44710303,0.906937852,3.5900623,,0,,0.531977725,,0,93.86201952,0.498552387,,0,,0,0,0,0.610450211,0,100,44710303,NSRD0801 Comp 4 53 Cons,44711010020,NSRD0801,Comp 4, -53um ,DTR Cons,89,67.94,4.515,0.306,0.027,0.034,0.12,0.009,0.011,0.183,0.159,0.014,0.004,-0.001,0.003,0.004,0.007,0.005,0.006,0.048,0.01,0.001,-0.001,0.002,0.001,-0.41,-1.06,-1.22,-2.69
NSRD0801,Comp 5,DTR,Cons,N9821XD21,59-44710304,1.069683363,4.813330424,,0,,1.060017315,,0,91.64339469,0,,0,,0,0,0,1.413574213,0,100,44710304,NSRD0801 Comp 5 53 Cons,44711010021,NSRD0801,Comp 5, -53um ,DTR Cons,88.4,67.39,5.197,0.306,0.025,0.033,0.114,0.014,0.009,0.226,0.125,0.02,0.003,-0.001,0.002,0.002,0.004,0.005,0.006,0.058,0.013,-0.001,-0.001,-0.001,-0.001,-0.38,-0.91,-1.3,-2.59
NSRD0801,Comp 6,DTR,Cons,N9821XD21,60-44710305,0.966344367,3.139090111,,0,,1.053432218,,0,93.45380891,0,,0,,0,0,0,1.387324393,0,100,44710305,NSRD0801 Comp 6 53 Cons,44711010022,NSRD0801,Comp 6, -53um ,DTR Cons,89.2,67.88,4.148,0.368,0.037,0.04,0.123,0.014,0.013,0.29,0.086,0.005,0.003,-0.001,0.004,0.001,-0.001,0.002,0.01,0.123,0.009,-0.001,-0.001,-0.001,-0.001,-0.32,-0.81,-1.31,-2.44
NSRD0801,Comp 7,DTR,Cons,N9821XD21,61-44710306,0.820494801,3.594232266,,0,,0.776460652,,0,93.58552497,0,,0,,0,0,0,1.223287313,0,100,44710306,NSRD0801 Comp 7 53 Cons,44711010023,NSRD0801,Comp 7, -53um ,DTR Cons,88.6,67.57,4.685,0.364,0.036,0.034,0.116,0.016,0.024,0.296,0.076,0.022,0.003,-0.001,0.002,0.003,0.004,-0.001,0.008,0.094,0.008,0.001,0.002,0.001,-0.001,-0.33,-1.04,-1.17,-2.54
NSRD0801,Comp 8,DTR,Cons,N9821XD21,62-44710307,0.821465674,2.91405116,,0,,0.850522355,,0,93.31637553,0,,0,,0,0,0,2.097585286,0,100,44710307,NSRD0801 Comp 8 53 Cons,44711010024,NSRD0801,Comp 8, -53um ,DTR Cons,89.4,67.9,4.352,0.346,0.032,0.034,0.138,0.017,0.01,0.295,0.125,0.038,0.004,0.001,0.002,0.004,0.003,0.004,0.006,0.054,0.01,-0.001,-0.001,-0.001,-0.001,-0.42,-1,-1.23,-2.65
NSRD0796,Comp 2,DTR,Cons,N9821XD21,63-44710308,0.81605644,7.011814294,,0,,1.996725901,,0,67.30641973,22.86898363,,0,,0,0,0,0,0,100,44710308,NSRD0796 Comp 2 53 Cons,44710960019,NSRD0796,Comp 2, -53um ,DTR Cons,63.1,65.29,6.986,0.197,0.024,0.089,0.052,0.019,0.008,0.27,0.046,0.009,0.004,-0.001,-0.001,0.002,0.001,-0.001,0.006,0.022,0.009,0.001,-0.001,-0.001,0.004,-0.13,-0.32,-0.75,-1.2
NSRD0796,Comp 3,DTR,Cons,N9821XD21,64-44710309,1.087217568,8.835908827,,0,,2.306053359,,0,86.83194984,0.737406955,,0,,0.201463453,0,0,0,0,100,44710309,NSRD0796 Comp 3 53 Cons,44710960020,NSRD0796,Comp 3, -53um ,DTR Cons,84.1,63.97,9.393,0.356,0.032,0.093,0.085,0.02,0.013,0.366,0.14,0.009,0.003,-0.001,-0.001,0.001,-0.001,-0.001,0.004,0.025,0.008,0.002,-0.001,-0.001,0.003,-0.26,-0.69,-1.03,-1.98
NSRD0796,Comp 4,DTR,Cons,N9821XD21,65-44710310,0.9906585,7.540565711,,0,,2.665520028,,0,88.80325576,0,,0,,0,0,0,0,0,100,44710310,NSRD0796 Comp 4 53 Cons,44710960021,NSRD0796,Comp 4, -53um ,DTR Cons,86.4,65.37,7.773,0.211,0.021,0.091,0.093,0.02,0.005,0.29,0.055,0.015,0.003,-0.001,-0.001,0.001,-0.001,-0.001,0.003,0.019,0.007,-0.001,-0.001,-0.001,0.002,-0.3,-0.73,-1.22,-2.25
NSRD0796,Comp 5,DTR,Cons,N9821XD21,66-44710311,1.46976991,8.020363162,,0,,4.337927552,,0,86.17193938,0,,0,,0,0,0,0,0,100,44710311,NSRD0796 Comp 5 53 Cons,44710960022,NSRD0796,Comp 5, -53um ,DTR Cons,84.7,64.38,8.399,0.275,0.024,0.111,0.101,0.018,0.01,0.39,0.076,0.01,0.003,0.001,0.001,0.002,-0.001,0.002,0.004,0.023,0.008,0.001,-0.001,-0.001,0.002,-0.26,-0.25,-1.15,-1.66
NSRD0796,Comp 6,DTR,Cons,N9821XD21,67-44710312,0,5.572458033,,0,,4.069203357,,0,90.35833861,0,,0,,0,0,0,0,0,100,44710312,NSRD0796 Comp 6 53 Cons,44710960023,NSRD0796,Comp 6, -53um ,DTR Cons,86.8,66.67,5.505,0.175,0.02,0.089,0.088,0.018,0.006,0.278,0.063,0.037,0.004,-0.001,-0.001,0.001,-0.001,0.003,0.004,0.026,0.009,0.002,0.001,-0.001,0.003,-0.29,-0.39,-1.07,-1.75
NSRD0796,Comp 7,DTR,Cons,N9821XD21,68-44710313,0,8.050651295,,0,,3.199712596,,0,88.08007643,0.66955968,,0,,0,0,0,0,0,100,44710313,NSRD0796 Comp 7 53 Cons,44710960024,NSRD0796,Comp 7, -53um ,DTR Cons,84.9,64.57,8.441,0.235,0.023,0.101,0.091,0.019,0.005,0.299,0.073,0.05,0.003,-0.001,-0.001,0.002,-0.001,0.003,0.003,0.019,0.008,0.002,-0.001,-0.001,0.003,-0.31,-0.42,-1.07,-1.8
GVRD0267,Comp 4,DTR,Cons,N9821XD21,69-44710314,0,6.360514594,,0,,1.68624991,,0,89.01623653,2.936998964,,0,,0,0,0,0,0,100,44710314,GVRD0267 Comp 4 53 Cons,44712670019,GVRD0267,Comp 4, -53um ,DTR Cons,86.58,66.74,6.298,0.138,0.019,0.066,0.074,0.015,0.006,0.207,0.015,0.008,0.003,0.001,0.004,0.001,-0.001,0.004,0.002,0.022,0.004,0.001,0.001,0.001,0.004,-0.35,-0.64,-1.19,-2.18
GVRD0267,Comp 5,DTR,Cons,N9821XD21,70-44710315,0,6.246181091,,0,,1.583001307,,0,89.35994361,1.220199088,,0,,0,0,0,0,1.590674899,100,44710315,GVRD0267 Comp 5 53 Cons,44712670020,GVRD0267,Comp 5, -53um ,DTR Cons,88.29,66.32,6.542,0.179,0.015,0.06,0.086,0.017,0.006,0.213,0.012,0.007,0.003,-0.001,0.007,0.002,-0.001,0.002,0.003,0.03,0.009,0.001,-0.001,0.001,0.001,-0.34,-0.73,-1.21,-2.28
GVRD0267,Comp 6,DTR,Cons,N9821XD21,71-44710316,0,6.052298859,,0,,1.622245357,,0,91.07930484,1.246150943,,0,,0,0,0,0,0,100,44710316,GVRD0267 Comp 6 53 Cons,44712670021,GVRD0267,Comp 6, -53um ,DTR Cons,88.29,66.85,5.974,0.122,0.019,0.062,0.071,0.014,0.006,0.204,0.014,0.016,0.004,-0.001,0.007,0.001,0.001,0.004,0.002,0.022,0.006,0.001,-0.001,0.001,0.004,-0.37,-0.72,-1.2,-2.29
GVRD0267,Comp 7,DTR,Cons,N9821XD21,72-44710317,0,4.435649558,,0,,1.243724625,,0,92.66569684,1.654928974,,0,,0,0,0,0,0,100,44710317,GVRD0267 Comp 7 53 Cons,44712670022,GVRD0267,Comp 7, -53um ,DTR Cons,89.61,68.06,4.643,0.083,0.011,0.053,0.068,0.014,0.006,0.167,0.012,0.009,0.003,-0.001,0.006,0.003,-0.001,0.003,0.002,0.026,0.006,0.002,-0.001,0.001,0.003,-0.44,-0.89,-1.19,-2.52
GVRD0267,Comp 8,DTR,Cons,N9821XD21,73-44710318,0,5.394470194,,0,,1.285180871,,0,92.57881529,0.741533648,,0,,0,0,0,0,0,100,44710318,GVRD0267 Comp 8 53 Cons,44712670023,GVRD0267,Comp 8, -53um ,DTR Cons,88.47,67.23,5.707,0.1,0.019,0.062,0.078,0.015,0.006,0.182,0.016,0.012,0.003,-0.001,0.007,0.001,0.002,0.006,0.002,0.026,0.011,0.002,-0.001,0.001,0.005,-0.42,-0.73,-1.23,-2.38
GVRD0267,Comp 9,DTR,Cons,N9821XD21,74-44710319,0,5.78914041,,0,,2.405339326,,0,90.26797969,0,,0,,0,0,0,0,1.537540571,100,44710319,GVRD0267 Comp 9 53 Cons,44712670024,GVRD0267,Comp 9, -53um ,DTR Cons,89.23,66.38,6.137,0.173,0.019,0.077,0.083,0.016,0.01,0.252,0.022,0.007,0.004,-0.001,0.005,0.003,-0.001,0.002,0.003,0.034,0.003,0.001,-0.001,0.001,0.004,-0.34,-0.56,-1.22,-2.12
GVRD0268,Comp 2,DTR,Cons,N9821XD21,75-44710320,0,7.146714615,,0,,1.507297664,,0,87.22884338,4.117144345,,0,,0,0,0,0,0,100,44710320,GVRD0268 Comp 2 53 Cons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GVRD0268,Comp 3,DTR,Cons,N9821XD21,76-44710321,0,5.620381906,,0,,1.418280593,,0,91.902436,1.058901506,,0,,0,0,0,0,0,100,44710321,GVRD0268 Comp 3 53 Cons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GVRD0268,Comp 4,DTR,Cons,N9821XD21,77-44710322,0,6.559635853,,0,,1.228092094,,0,89.6900299,0.903987744,,0,,0,0,0,0,1.618254407,100,44710322,GVRD0268 Comp 4 53 Cons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GVRD0268,Comp 5,DTR,Cons,N9821XD21,78-44710323,0,5.605408108,,0,,1.997882099,,0,89.58553606,1.249248822,,0,,0,0,0,0,1.561924906,100,44710323,GVRD0268 Comp 5 53 Cons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GVRD0268,Comp 6,DTR,Cons,N9821XD21,79-44710324,0,7.130960159,,0,,1.099926569,,0,89.89116834,1.877944928,,0,,0,0,0,0,0,100,44710324,GVRD0268 Comp 6 53 Cons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GVRD0268,Comp 7,DTR,Cons,N9821XD21,80-44710325,0,7.097100006,,0,,0.680678775,,0,89.71503618,2.507185043,,0,,0,0,0,0,0,100,44710325,GVRD0268 Comp 7 53 Cons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GVRD0268,Comp 8,DTR,Cons,N9821XD21,81-44710326,0,4.01088178,,0,,0.192299908,,0,93.42497744,2.371840876,,0,,0,0,0,0,0,100,44710326,GVRD0268 Comp 8 53 Cons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
