BHID_x,Composite_x,Process,Product,BV Report,Mineral,Chlorite group,Quartz,Pyroxene,Plagioclase,K-Feldspar,Calcite group-Siderite,Calcite group,Dolomite group,Spinel group,Hematite group,Stilpnomelane,Mica group,Pyrite,Rutile group,Goethite,Smectite group,Sepiolite,Kaolinite-serpentine group,Total,Sample_x,CompositeID,Sample_y,BHID_y,Composite_y,Size,Type,Fe3O4,Fe,SiO2,Al2O3,TiO2,Mn,CaO,P XRF,S XRF,MgO,K2O,Na2O,Zn,As,Cl,Cu,Pb,Ba,V,Cr,Ni,Co,Sn XRF,Zr,Sr,LOI371,LOI650,LOI1000,LOI
GVRD0268,Comp 9,DTR,Cons,N9821XD21,82-44710327,0,4.062737951,,0,,0.685470769,,0,94.16228946,1.089501816,,0,,0,0,0,0,0,100,44710327,GVRD0268 Comp 9 53 Cons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GVRD0269,Comp 2,DTR,Cons,N9821XD21,83-44710328,0,5.631627159,,0,,0.741724824,,0,79.0862228,13.42989914,,0,,0,0,0,0,1.110526073,100,44710328,GVRD0269 Comp 2 53 Cons,44712690019,GVRD0269,Comp 2, -53um ,DTR Cons,77.48,66.77,5.671,0.195,0.024,0.076,0.083,0.027,0.012,0.204,0.021,0.008,0.003,0.001,0.009,0.002,-0.001,0.004,0.003,0.025,0.004,0.002,-0.001,0.001,0.002,-0.25,-0.86,-0.92,-2.03
GVRD0269,Comp 3,DTR,Cons,N9821XD21,84-44710329,0,4.59047917,,0,,1.721292501,,0,90.15050726,2.137619188,,0,,0,0,0,0,1.400101884,100,44710329,GVRD0269 Comp 3 53 Cons,44712690020,GVRD0269,Comp 3, -53um ,DTR Cons,87.91,67.24,4.979,0.206,0.039,0.07,0.095,0.026,0.017,0.284,0.032,0.008,0.003,-0.001,0.012,0.001,0.001,0.004,0.006,0.036,0.005,0.002,-0.001,0.002,0.003,-0.23,-0.66,-1.32,-2.21
GVRD0269,Comp 4,DTR,Cons,N9821XD21,85-44710330,0,6.069673895,,0,,1.914987109,,0,88.60272118,1.185503926,,0,,0,0,0,0,2.227113886,100,44710330,GVRD0269 Comp 4 53 Cons,44712690021,GVRD0269,Comp 4, -53um ,DTR Cons,88.29,66.14,6.383,0.205,0.028,0.086,0.095,0.025,0.013,0.26,0.004,0.009,0.004,0.001,0.01,0.002,-0.001,0.002,0.004,0.031,0.005,0.001,-0.001,0.001,0.005,-0.28,-0.52,-1.33,-2.13
GVRD0269,Comp 5,DTR,Cons,N9821XD21,86-44710331,0,7.111619062,,0,,1.594570822,,0,88.06046631,0.636541933,,0,,0,0,0,0,2.596801869,100,44710331,GVRD0269 Comp 5 53 Cons,44712690022,GVRD0269,Comp 5, -53um ,DTR Cons,86.2,65.71,7.226,0.242,0.038,0.088,0.082,0.024,0.013,0.244,0.023,0.005,0.003,-0.001,0.008,-0.001,0.001,0.005,0.004,0.031,0.006,0.002,-0.001,0.002,0.004,-0.2,-0.66,-1.3,-2.16
GVRD0269,Comp 6,DTR,Cons,N9821XD21,87-44710332,0,3.736593025,,0,,0.425692173,,0,93.41052745,2.427187355,,0,,0,0,0,0,0,100,44710332,GVRD0269 Comp 6 53 Cons,44712690023,GVRD0269,Comp 6, -53um ,DTR Cons,89.42,68.79,3.817,0.105,0.019,0.054,0.089,0.022,0.006,0.136,0.036,0.009,0.003,-0.001,0.008,-0.001,-0.001,0.002,0.002,0.022,0.009,0.001,-0.001,0.001,0.001,-0.4,-1.09,-1.31,-2.8
GVRD0269,Comp 7,DTR,Cons,N9821XD21,88-44710333,0,5.355008534,,0,,0.712475778,,0,91.73223044,2.200285253,,0,,0,0,0,0,0,100,44710333,GVRD0269 Comp 7 53 Cons,44712690024,GVRD0269,Comp 7, -53um ,DTR Cons,90.56,67.5,5.264,0.132,0.017,0.067,0.102,0.024,0.006,0.179,0.054,0.004,0.003,-0.001,0.007,0.003,0.002,0.004,0.002,0.02,0.002,0.002,-0.001,0.001,0.004,-0.39,-1.04,-1.28,-2.71
NSRD0798, Comp 3 ,DTR,Tails,N9774XD21,1-44710164,3.315443015,49.55046086,,0,1.903268789,22.97283728,0,1.999501554,0,1.600775453,18.65771305,0,,,0,,,,100,44710164,NSRD0798 Comp 3 45 Tails,44710980033,NSRD0798,Comp 3, -45um,DTR Tails,1.1,16.39,57.32,1.937,0.08,0.875,1.087,0.157,0.06,3.47,0.489,0.117,0.005,0.001,0.002,0.005,-0.001,0.013,-0.001,0.001,0.006,-0.001,-0.001,0.003,0.01,0.84,9.02,0.42,10.28
NSRD0798, Comp 4 ,DTR,Tails,N9774XD21,2-44710165,3.688319203,51.23809593,,0,3.416572054,15.35393623,0,7.689585698,0,1.763314652,16.85017623,0,,,0,,,,100,44710165,NSRD0798 Comp 4 45 Tails,44710980034,NSRD0798,Comp 4, -45um,DTR Tails,1.8,14.1,59.84,2.263,0.094,0.898,2.301,0.156,0.132,3.42,0.782,0.107,0.006,0.001,0.002,0.005,0.001,0.018,-0.001,0.001,0.004,0.001,-0.001,0.004,0.013,0.61,6.87,1.79,9.27
NSRD0798, Comp 5 ,DTR,Tails,N9774XD21,3-44710166,1.125598411,52.98826557,,0,9.793259553,12.3491861,0,9.80612435,0,1.364356698,12.57320932,0,,,0,,,,100,44710166,NSRD0798 Comp 5 45 Tails,44710980035,NSRD0798,Comp 5, -45um,DTR Tails,1.1,10.92,61.1,2.842,0.116,0.771,3.514,0.23,0.146,3.32,1.779,0.096,0.008,0.001,0.002,0.005,-0.001,0.025,-0.001,0.002,0.005,0.001,-0.001,0.003,0.012,0.48,5.87,2.98,9.33
NSRD0798, Comp 6 ,DTR,Tails,N9774XD21,4-44710167,3.7656633,49.44413871,,0,2.92505376,14.02978608,0,8.723778644,0,1.143899732,19.96767977,0,,,0,,,,100,44710167,NSRD0798 Comp 6 45 Tails,44710980036,NSRD0798,Comp 6, -45um,DTR Tails,1,14.93,58.05,2.242,0.096,0.534,3.113,0.15,0.229,3.14,0.697,0.098,0.006,0.002,0.002,0.005,0.001,0.013,-0.001,0.003,0.006,0.001,-0.001,0.004,0.013,0.69,6.3,2.57,9.56
NSRD0798, Comp 7 ,DTR,Tails,N9774XD21,5-44710168,3.670663925,41.52559898,,0,0,23.38970439,0,4.373335803,0,0.646400917,26.39429599,0,,,0,,,,100,44710168,NSRD0798 Comp 7 45 Tails,44710980037,NSRD0798,Comp 7, -45um,DTR Tails,1,20.09,51.76,2.39,0.103,0.51,1.494,0.123,0.129,2.97,0.577,0.14,0.005,0.001,0.003,0.003,-0.001,0.012,-0.001,0.003,0.006,0.001,-0.001,0.004,0.01,1.47,8.09,0.86,10.42
NSRD0798, Comp 8 ,DTR,Tails,N9774XD21,6-44710169,3.335281126,40.88197468,,0,0,23.57731639,0,2.350436729,0,1.161380301,28.69361077,0,,,0,,,,100,44710169,NSRD0798 Comp 8 45 Tails,44710980038,NSRD0798,Comp 8, -45um,DTR Tails,1.1,20.45,51.94,2.435,0.102,0.537,1.144,0.152,0.102,2.95,0.629,0.149,0.005,0.001,0.002,0.003,-0.001,0.007,-0.001,0.002,0.006,0.001,-0.001,0.003,0.009,1.46,8.06,0.45,9.97
NSRD0798, Comp 9 ,DTR,Tails,N9774XD21,7-44710170,4.077069087,33.45228172,,0,0,22.82901792,0,5.41586362,0,1.071634532,33.15413312,0,,,0,,,,100,44710170,NSRD0798 Comp 9 45 Tails,44710980039,NSRD0798,Comp 9, -45um,DTR Tails,0.9,21.93,48.12,3.123,0.134,0.439,1.736,0.14,0.25,3.01,0.766,0.171,0.007,0.002,0.003,0.005,-0.001,0.013,0.002,0.008,0.01,0.001,-0.001,0.005,0.012,1.14,7.88,1.07,10.09
NSRD0798, Comp 10,DTR,Tails,N9774XD21,8-44710171,5.976120763,43.58462611,,0,0,15.78306029,0,7.738764173,0,0,26.91742866,0,,,0,,,,100,44710171,NSRD0798 Comp 10 45 Tails,44710980040,NSRD0798,Comp 10, -45um,DTR Tails,1.1,18.66,53.29,3.043,0.141,0.451,2.601,0.139,0.192,2.94,0.695,0.153,0.007,0.001,0.002,0.005,0.001,0.013,-0.001,0.006,0.008,0.001,-0.001,0.005,0.013,1,6.23,1.93,9.16
NSRD0798, Comp 3 ,DTR,Tails,N9774XD21,9-44710172,3.683417338,47.77459321,,2.100356191,1.512169537,23.22395255,0,1.790538293,0,1.617742619,18.29723026,0,,,0,,,,100,44710172,NSRD0798 Comp 3 38 Tails,44710980041,NSRD0798,Comp 3, -38um,DTR Tails,0.9,16.62,56.53,1.977,0.087,0.891,1.061,0.157,0.063,3.53,0.494,0.108,0.007,0.001,0.003,0.006,-0.001,0.009,-0.001,-0.001,0.004,0.001,-0.001,0.004,0.01,0.86,9.11,0.43,10.4
NSRD0798, Comp 4 ,DTR,Tails,N9774XD21,10-44710173,3.487309561,52.35879197,,0,3.420401132,16.20402485,0,6.377892885,0,1.905869257,16.24571035,0,,,0,,,,100,44710173,NSRD0798 Comp 4 38 Tails,44710980042,NSRD0798,Comp 4, -38um,DTR Tails,1.8,14.13,59.06,2.259,0.094,0.914,2.412,0.158,0.127,3.46,0.782,0.107,0.006,0.001,0.003,0.005,0.001,0.014,-0.001,0.001,0.004,0.001,-0.001,0.004,0.013,0.67,6.96,1.85,9.48
NSRD0798, Comp 5 ,DTR,Tails,N9774XD21,11-44710174,1.073282705,53.89743085,,0,9.150903449,12.70812639,0,9.167199401,0,1.809258222,12.19379899,0,,,0,,,,100,44710174,NSRD0798 Comp 5 38 Tails,44710980043,NSRD0798,Comp 5, -38um,DTR Tails,1.1,10.88,61.44,2.818,0.12,0.79,3.4,0.238,0.115,3.3,1.779,0.098,0.006,0.001,0.002,0.005,-0.001,0.027,-0.001,0.002,0.004,0.001,-0.001,0.003,0.012,0.54,5.88,2.86,9.28
NSRD0798, Comp 6 ,DTR,Tails,N9774XD21,12-44710175,3.328931406,50.68211102,,0,2.805215103,14.26767583,0,9.236549682,0,1.551730793,18.12778617,0,,,0,,,,100,44710175,NSRD0798 Comp 6 38 Tails,44710980044,NSRD0798,Comp 6, -38um,DTR Tails,1.2,14.85,58.07,2.258,0.095,0.528,3.138,0.152,0.159,3.13,0.696,0.116,0.005,0.001,0.003,0.004,0.001,0.012,-0.001,0.003,0.005,0.001,-0.001,0.003,0.012,0.79,6.26,2.55,9.6
NSRD0798, Comp 7 ,DTR,Tails,N9774XD21,13-44710176,3.5365025,42.19146627,,0,0,22.86699469,0,4.295331277,0,0.663561092,26.44614417,0,,,0,,,,100,44710176,NSRD0798 Comp 7 38 Tails,44710980045,NSRD0798,Comp 7, -38um,DTR Tails,1,19.91,52.14,2.381,0.108,0.51,1.494,0.12,0.143,2.94,0.572,0.136,0.005,0.001,0.002,0.004,-0.001,0.011,-0.001,0.002,0.006,0.001,-0.001,0.004,0.01,1.58,7.86,0.87,10.31
NSRD0798, Comp 8 ,DTR,Tails,N9774XD21,14-44710177,2.908191579,41.49961622,,0,0,24.13619445,0,2.415474052,0,0.650882735,28.38964097,0,,,0,,,,100,44710177,NSRD0798 Comp 8 38 Tails,44710980046,NSRD0798,Comp 8, -38um,DTR Tails,1.1,20.36,51.9,2.459,0.102,0.534,1.154,0.145,0.102,2.97,0.629,0.14,0.006,0.002,0.003,0.003,-0.001,0.009,-0.001,0.003,0.006,0.001,-0.001,0.003,0.009,1.7,7.88,0.43,10.01
NSRD0798, Comp 9 ,DTR,Tails,N9774XD21,15-44710178,4.359556134,34.87527913,,0,0,23.90600954,0,5.174063868,0,0,31.68509133,0,,,0,,,,100,44710178,NSRD0798 Comp 9 38 Tails,44710980047,NSRD0798,Comp 9, -38um,DTR Tails,0.9,22.42,46.98,3.094,0.136,0.452,1.739,0.137,0.257,3.05,0.743,0.177,0.006,0.002,0.004,0.004,-0.001,0.013,0.001,0.008,0.01,0.001,-0.001,0.004,0.012,1.39,7.98,1.04,10.41
NSRD0798, Comp 10,DTR,Tails,N9774XD21,16-44710179,5.469252749,43.42441544,,0,0,16.1517683,0,7.195677207,0,0.977876649,26.78100966,0,,,0,,,,100,44710179,NSRD0798 Comp 10 38 Tails,44710980048,NSRD0798,Comp 10, -38um,DTR Tails,1.2,18.86,52.68,3.076,0.137,0.456,2.588,0.144,0.203,2.95,0.699,0.179,0.006,0.001,0.003,0.005,0.002,0.011,-0.001,0.006,0.009,0.001,-0.001,0.005,0.013,1.44,6.07,1.66,9.17
NSRD0797, Comp 3 ,DTR,Tails,N9774XD21,17-44710180,7.236829553,50.26735221,,0,0,25.75569874,0,2.880732135,0,1.027261846,12.83212552,0,,,0,,,,100,44710180,NSRD0797 Comp 3 53 Tails,44710970037,NSRD0797,Comp 3, -53um ,DTR Tails,1.1,17.11,53.58,2.845,0.125,0.681,1.118,0.131,0.145,4.56,0.224,0.106,0.004,0.001,0.003,0.007,0.001,0.011,-0.001,0.004,0.005,0.001,0.002,0.004,0.013,1.25,9.79,0.54,11.58
NSRD0797, Comp 4 ,DTR,Tails,N9774XD21,18-44710181,4.055330826,55.83069951,,0,2.019493724,18.15368608,0,6.0087893,0,1.767848877,12.16415169,0,,,0,,,,100,44710181,NSRD0797 Comp 4 53 Tails,44710970038,NSRD0797,Comp 4, -53um ,DTR Tails,0.8,12.33,61.49,1.62,0.062,0.945,2.184,0.136,0.042,4.1,0.396,0.095,0.003,-0.001,0.004,0.006,0.003,0.017,-0.001,-0.001,0.001,-0.001,0.001,0.003,0.015,0.84,7.89,1.93,10.66
NSRD0797, Comp 8 ,DTR,Tails,N9774XD21,19-44710182,6.492979944,52.59736512,,0,2.423635728,18.99455921,0,4.52789588,0,1.549686527,13.41387759,0,,,0,,,,100,44710182,NSRD0797 Comp 8 53 Tails,44710970039,NSRD0797,Comp 8, -53um ,DTR Tails,0.9,13.65,59.95,2.155,0.085,0.883,1.616,0.156,0.074,4.29,0.402,0.106,0.004,-0.001,0.004,0.006,0.003,0.018,-0.001,0.001,0.003,-0.001,-0.001,0.004,0.012,0.83,8.29,1.16,10.28
NSRD0797, Comp 9 ,DTR,Tails,N9774XD21,20-44710183,4.501264254,54.16338007,,0,3.897511154,16.6063233,0,7.043909736,0,1.702482169,12.08512931,0,,,0,,,,100,44710183,NSRD0797 Comp 9 53 Tails,44710970040,NSRD0797,Comp 9, -53um ,DTR Tails,0.9,11.97,61.54,2.122,0.084,0.976,2.229,0.205,0.048,4.3,0.674,0.107,0.003,-0.001,0.004,0.006,0.002,0.023,-0.001,-0.001,0.002,0.001,0.002,0.003,0.013,0.73,7.45,1.82,10
NSRD0797, Comp 13,DTR,Tails,N9774XD21,21-44710184,0.54517417,61.33936445,,0,6.108758776,12.72940265,0,7.878526021,0,2.829988031,8.568785895,0,,,0,,,,100,44710184,NSRD0797 Comp 13 53 Tails,44710970041,NSRD0797,Comp 13, -53um ,DTR Tails,1.8,10.13,64.93,1.841,0.077,0.96,2.637,0.133,0.057,3.67,1.141,0.072,0.014,-0.001,0.004,0.007,0.005,0.028,-0.001,0.001,0.002,-0.001,-0.001,0.004,0.015,0.88,6.03,2.56,9.47
NSRD0797, Comp 14,DTR,Tails,N9774XD21,22-44710185,5.678675135,45.52625288,,0,2.606648028,20.43962441,0,2.896554965,0,1.054155495,21.79808909,0,,,0,,,,100,44710185,NSRD0797 Comp 14 53 Tails,44710970042,NSRD0797,Comp 14, -53um ,DTR Tails,1.2,16.27,55.74,2.918,0.12,0.709,1.412,0.223,0.168,4.19,0.676,0.153,0.004,0.001,0.003,0.006,0.001,0.021,-0.001,0.004,0.008,-0.001,-0.001,0.003,0.012,1.06,7.67,0.75,9.48
NSRD0799, Comp 5 ,DTR,Tails,N9774XD21,23-44710186,6.260528388,47.0179772,,3.138826943,10.63088104,9.567647878,0,2.661679013,0,11.07233741,3.340100915,0,,,6.310021213,,,,100,44710186,NSRD0799 Comp 5 53 Tails,44710990025,NSRD0799,Comp 5, -53um ,DTR Tails,1.09,19.52,54.46,4.527,0.207,0.523,1.142,0.151,0.132,2.32,1.884,0.293,0.007,0.001,0.004,0.007,0.005,0.044,0.003,0.032,0.013,-0.001,-0.001,0.009,0.013,1.27,4.3,0.52,6.09
NSRD0799, Comp 5 ,DTR,Tails,N9774XD21,23-44710186,6.260528388,47.0179772,,3.138826943,10.63088104,9.567647878,0,2.661679013,0,11.07233741,3.340100915,0,,,6.310021213,,,,100,44710186,NSRD0799 Comp 5 53 Tails,44710990322,NSRD0799,Comp 5, -53um ,R-DTR Tails,,19.21,54.35,4.494,0.203,0.554,1.141,0.148,0.12,2.41,1.879,0.274,0.011,0.001,-0.001,0.01,0.005,0.043,0.004,0.025,0.012,0.001,0.002,0.006,0.013,1.25,4.3,0.63,6.18
NSRD0799, Comp 6 ,DTR,Tails,N9774XD21,24-44710187,5.120616093,48.41910937,,4.288317351,9.849551382,13.73465759,0,7.208909534,0,5.739209444,5.639629235,0,,,0,,,,100,44710187,NSRD0799 Comp 6 53 Tails,44710990026,NSRD0799,Comp 6, -53um ,DTR Tails,0.99,13.75,58.75,3.844,0.168,0.595,2.183,0.166,0.101,3.32,1.822,0.343,0.005,0.001,0.001,0.007,0.004,0.04,0.001,0.01,0.008,0.001,-0.001,0.007,0.013,0.5,6.61,1.59,8.7
NSRD0799, Comp 6 ,DTR,Tails,N9774XD21,24-44710187,5.120616093,48.41910937,,4.288317351,9.849551382,13.73465759,0,7.208909534,0,5.739209444,5.639629235,0,,,0,,,,100,44710187,NSRD0799 Comp 6 53 Tails,44710990323,NSRD0799,Comp 6, -53um ,R-DTR Tails,,13.58,58.5,3.853,0.169,0.623,2.193,0.169,0.091,3.43,1.805,0.326,0.014,-0.001,-0.001,0.009,0.007,0.045,0.002,0.013,0.012,0.001,0.005,0.003,0.015,0.43,6.57,1.74,8.74
NSRD0799, Comp 10,DTR,Tails,N9774XD21,25-44710188,6.67211962,51.75260748,,2.827084346,6.314917609,16.13672563,0,7.48086432,0,3.476271592,5.339409401,0,,,0,,,,100,44710188,NSRD0799 Comp 10 53 Tails,44710990027,NSRD0799,Comp 10, -53um ,DTR Tails,0.9,14.13,58.38,3.445,0.146,0.618,2.058,0.11,0.179,3.66,1.256,0.176,0.005,0.001,0.011,0.006,0.004,0.027,0.001,0.007,0.008,-0.001,-0.001,0.005,0.012,0.46,7.46,1.52,9.44
NSRD0799, Comp 10,DTR,Tails,N9774XD21,25-44710188,6.67211962,51.75260748,,2.827084346,6.314917609,16.13672563,0,7.48086432,0,3.476271592,5.339409401,0,,,0,,,,100,44710188,NSRD0799 Comp 10 53 Tails,44710990324,NSRD0799,Comp 10, -53um ,R-DTR Tails,,13.91,57.99,3.457,0.145,0.64,2.077,0.121,0.207,3.74,1.244,0.154,0.009,-0.001,-0.001,0.008,0.004,0.028,0.002,0.008,0.008,-0.001,-0.001,0.002,0.011,0.4,7.31,1.74,9.45
NSRD0799, Comp 12,DTR,Tails,N9774XD21,26-44710189,4.289605268,45.91883584,,5.179472306,11.6344848,12.67476865,0,6.618412092,0,6.567265276,7.117155769,0,,,0,,,,100,44710189,NSRD0799 Comp 12 53 Tails,44710990028,NSRD0799,Comp 12, -53um ,DTR Tails,0.88,13.87,59.09,4.274,0.192,0.599,1.844,0.113,0.135,3.4,2.167,0.446,0.005,0.001,-0.001,0.007,0.005,0.053,0.002,0.009,0.009,0.002,-0.001,0.007,0.013,0.41,6.15,1.31,7.87
NSRD0799, Comp 12,DTR,Tails,N9774XD21,26-44710189,4.289605268,45.91883584,,5.179472306,11.6344848,12.67476865,0,6.618412092,0,6.567265276,7.117155769,0,,,0,,,,100,44710189,NSRD0799 Comp 12 53 Tails,44710990325,NSRD0799,Comp 12, -53um ,R-DTR Tails,,13.75,58.29,4.306,0.189,0.623,1.874,0.122,0.124,3.49,2.12,0.442,0.009,-0.001,-0.001,0.01,0.004,0.05,0.003,0.01,0.011,0.001,0.002,0.003,0.011,0.39,6.05,1.58,8.02
NSRD0799, Comp 13,DTR,Tails,N9774XD21,27-44710190,7.744948212,47.98090102,,0,13.60749696,13.46255575,0,6.441842639,0,2.919595332,7.842660091,0,,,0,,,,100,44710190,NSRD0799 Comp 13 53 Tails,44710990029,NSRD0799,Comp 13, -53um ,DTR Tails,0.9,12.59,59.29,4.934,0.213,0.565,1.828,0.117,0.506,3.39,2.514,0.164,0.008,0.001,0.001,0.007,0.004,0.056,0.001,0.011,0.011,0.001,-0.001,0.008,0.012,0.37,5.97,1.33,7.67
NSRD0799, Comp 13,DTR,Tails,N9774XD21,27-44710190,7.744948212,47.98090102,,0,13.60749696,13.46255575,0,6.441842639,0,2.919595332,7.842660091,0,,,0,,,,100,44710190,NSRD0799 Comp 13 53 Tails,44710990326,NSRD0799,Comp 13, -53um ,R-DTR Tails,,12.37,59.46,4.936,0.208,0.584,1.822,0.112,0.468,3.42,2.522,0.152,0.013,-0.001,-0.001,0.008,0.006,0.056,0.003,0.012,0.012,0.002,0.004,0.005,0.012,0.35,5.8,1.48,7.63
NSRD0799, Comp 14,DTR,Tails,N9774XD21,28-44710191,11.03158133,38.3587421,,0,20.62931206,12.80402198,0.733654172,4.154302414,0.932061706,0.662866298,10.69345794,0,,,0,,,,100,44710191,NSRD0799 Comp 14 53 Tails,44710990030,NSRD0799,Comp 14, -53um ,DTR Tails,0.78,14.09,55.76,6.968,0.33,0.368,1.31,0.096,0.29,3.53,3.145,0.134,0.008,0.001,0.004,0.008,0.003,0.082,0.006,0.039,0.021,0.002,-0.001,0.009,0.01,0.54,5.7,0.97,7.21
NSRD0799, Comp 14,DTR,Tails,N9774XD21,28-44710191,11.03158133,38.3587421,,0,20.62931206,12.80402198,0.733654172,4.154302414,0.932061706,0.662866298,10.69345794,0,,,0,,,,100,44710191,NSRD0799 Comp 14 53 Tails,44710990327,NSRD0799,Comp 14, -53um ,R-DTR Tails,,14.01,55.54,7.09,0.331,0.383,1.345,0.102,0.286,3.64,3.124,0.117,0.012,-0.001,-0.001,0.011,0.005,0.08,0.007,0.039,0.026,0.003,0.003,0.006,0.011,0.51,5.66,1.11,7.28
NSRD0799, Comp 16,DTR,Tails,N9774XD21,29-44710192,9.968415576,41.03495605,,0,13.2360057,16.37324121,1.159814872,3.709457583,1.01191178,0.609340799,12.89685643,0,,,0,,,,100,44710192,NSRD0799 Comp 16 53 Tails,44710990031,NSRD0799,Comp 16, -53um ,DTR Tails,0.99,16.08,53.95,6.128,0.293,0.391,1.226,0.098,0.434,3.59,2.338,0.123,0.008,0.001,0.002,0.008,0.005,0.107,0.004,0.033,0.021,0.002,-0.001,0.01,0.012,0.6,6.52,0.99,8.11
NSRD0799, Comp 16,DTR,Tails,N9774XD21,29-44710192,9.968415576,41.03495605,,0,13.2360057,16.37324121,1.159814872,3.709457583,1.01191178,0.609340799,12.89685643,0,,,0,,,,100,44710192,NSRD0799 Comp 16 53 Tails,44710990328,NSRD0799,Comp 16, -53um ,R-DTR Tails,,16.03,53.27,6.184,0.299,0.403,1.213,0.093,0.45,3.67,2.32,0.113,0.009,-0.001,-0.001,0.008,0.004,0.102,0.004,0.026,0.019,0.002,0.001,0.006,0.013,0.54,6.45,1.16,8.15
NSRD0799, Comp 17,DTR,Tails,N9774XD21,30-44710193,8.900223294,39.56164266,,0,19.48978156,12.80125699,0.96678342,4.890561907,1.198262493,0.298867099,11.89262058,0,,,0,,,,100,44710193,NSRD0799 Comp 17 53 Tails,44710990032,NSRD0799,Comp 17, -53um ,DTR Tails,0.8,13.95,55.76,6.917,0.317,0.367,1.448,0.124,0.332,3.37,3.183,0.12,0.008,0.001,-0.001,0.008,0.003,0.112,0.006,0.039,0.019,0.002,-0.001,0.009,0.011,0.54,5.61,1.01,7.16
NSRD0799, Comp 17,DTR,Tails,N9774XD21,30-44710193,8.900223294,39.56164266,,0,19.48978156,12.80125699,0.96678342,4.890561907,1.198262493,0.298867099,11.89262058,0,,,0,,,,100,44710193,NSRD0799 Comp 17 53 Tails,44710990329,NSRD0799,Comp 17, -53um ,R-DTR Tails,,13.87,55.56,7.098,0.321,0.376,1.455,0.122,0.332,3.48,3.238,0.115,0.011,-0.001,-0.001,0.009,0.005,0.12,0.007,0.037,0.021,0.002,0.005,0.006,0.011,0.5,5.47,1.18,7.15
NSRD0800, Comp 4 ,DTR,Tails,N9774XD21,31-44710194,6.297367644,52.8497779,,3.895574154,5.025608933,14.38638945,0.901135404,6.717479799,1.117230118,4.084471212,4.72496538,0,,,0,,,,100,44710194,NSRD0800 Comp 4 53 Tails,44718000037,NSRD0800,Comp 4, -53um ,DTR Tails,1,13.28,61.17,3.177,0.132,0.679,1.882,0.114,0.085,3.23,1.253,0.162,0.007,0.001,0.004,0.009,-0.001,0.03,0.001,0.004,0.005,-0.001,-0.001,0.006,0.008,0.75,6.46,1.44,8.65
NSRD0800, Comp 4 ,DTR,Tails,N9774XD21,31-44710194,6.297367644,52.8497779,,3.895574154,5.025608933,14.38638945,0.901135404,6.717479799,1.117230118,4.084471212,4.72496538,0,,,0,,,,100,44710194,NSRD0800 Comp 4 53 Tails,44718000224,NSRD0800,Comp 4, -53um ,R-'DTR Tails,,13.57,60.72,3.052,0.132,0.692,1.923,0.12,0.074,3.33,1.218,0.125,0.008,-0.001,-0.001,0.008,0.005,0.038,0.002,0.006,0.008,0.001,-0.001,0.003,0.014,0.53,6.56,1.58,8.67
NSRD0800, Comp 5 ,DTR,Tails,N9774XD21,32-44710195,9.625865808,44.54792228,,0,13.70626424,16.09346253,0.880377276,3.458912557,1.142306964,0.985918614,9.558969733,0,,,0,,,,100,44710195,NSRD0800 Comp 5 53 Tails,44718000038,NSRD0800,Comp 5, -53um ,DTR Tails,0.9,14.32,56.61,5.713,0.251,0.531,1.359,0.103,0.482,3.59,2.366,0.128,0.009,0.001,0.005,0.009,-0.001,0.051,0.003,0.014,0.014,0.001,-0.001,0.008,0.008,0.5,6.4,1.11,8.01
NSRD0800, Comp 5 ,DTR,Tails,N9774XD21,32-44710195,9.625865808,44.54792228,,0,13.70626424,16.09346253,0.880377276,3.458912557,1.142306964,0.985918614,9.558969733,0,,,0,,,,100,44710195,NSRD0800 Comp 5 53 Tails,44718000225,NSRD0800,Comp 5, -53um ,R-'DTR Tails,,14.32,56.21,5.558,0.254,0.539,1.441,0.123,0.426,3.65,2.286,0.102,0.01,-0.001,-0.001,0.009,0.006,0.054,0.004,0.017,0.016,0.002,0.004,0.006,0.013,0.44,6.51,1.14,8.09
NSRD0800, Comp 6 ,DTR,Tails,N9774XD21,33-44710196,10.59482286,36.85325598,,0,20.66496528,12.35209337,1.234713936,3.997995213,0.829386489,0.765356758,12.70741011,0,,,0,,,,100,44710196,NSRD0800 Comp 6 53 Tails,44718000039,NSRD0800,Comp 6, -53um ,DTR Tails,0.7,14.4,55.27,7.55,0.336,0.316,1.304,0.109,0.368,3.37,3.386,0.153,0.012,-0.001,0.005,0.01,0.005,0.075,0.007,0.031,0.021,0.002,0.003,0.007,0.014,0.57,5.29,0.97,6.83
NSRD0800, Comp 6 ,DTR,Tails,N9774XD21,33-44710196,10.59482286,36.85325598,,0,20.66496528,12.35209337,1.234713936,3.997995213,0.829386489,0.765356758,12.70741011,0,,,0,,,,100,44710196,NSRD0800 Comp 6 53 Tails,44718000226,NSRD0800,Comp 6, -53um ,R-'DTR Tails,,14.21,55,7.532,0.334,0.306,1.315,0.114,0.36,3.37,3.417,0.113,0.012,-0.001,-0.001,0.009,0.006,0.073,0.007,0.035,0.021,0.002,0.005,0.006,0.01,0.53,5.07,1.08,6.68
