Sample,BHID,Composite,Size,Type,Fe3O4,Fe,SiO2,Al2O3,TiO2,Mn,CaO,P,S,MgO,K2O,Na2O,Zn,As,Cl,Cu,Pb,Ba,V,Cr,Ni,Co,Sn,Zr,Sr,LOI371,LOI650,LOI1000,LOI
44710990266,NSRD0799,Comp 6 R -38um,DTR,CONS,,66.85,5.846,0.373,0.027,0.05,0.082,0.01,0.007,0.22,0.21,0.023,0.005,-0.001,0.001,0.002,0.002,0.009,0.008,0.068,0.006,0.002,-0.001,-0.001,0.001,-0.5,-1.0,-1.14,-2.64
44710990267,NSRD0799,Comp 10 R -53um,DTR,CONS,,65.63,7.385,0.337,0.025,0.065,0.089,0.013,0.009,0.322,0.137,0.019,0.003,-0.001,0.002,0.002,0.004,0.004,0.005,0.043,0.007,0.002,-0.001,-0.001,0.003,-0.42,-0.77,-1.2,-2.39
44710990268,NSRD0799,Comp 13 R -53um,DTR,CONS,,64.86,7.982,0.603,0.037,0.06,0.098,0.015,0.023,0.306,0.343,0.009,0.005,-0.001,-0.001,0.001,0.002,0.011,0.01,0.066,0.006,0.001,-0.001,0.001,0.001,-0.39,-0.86,-1.17,-2.42
44710990269,NSRD0799,Comp 13 R -45um,DTR,CONS,,66.37,6.364,0.472,0.031,0.048,0.076,0.012,0.016,0.241,0.261,0.012,0.005,-0.001,-0.001,0.001,0.003,0.009,0.009,0.067,0.006,0.002,-0.001,0.001,0.001,-0.43,-1.02,-1.17,-2.62
44710990270,NSRD0799,Comp 14 R -38um,DTR,CONS,,67.25,5.041,0.52,0.049,0.036,0.069,0.01,0.013,0.281,0.198,0.012,0.009,-0.001,-0.001,0.002,0.002,0.011,0.015,0.15,0.009,0.002,-0.001,-0.001,0.001,-0.39,-1.12,-1.2,-2.71
44710990271,NSRD0799,Comp 17 R -53um,DTR,CONS,,65.82,6.628,0.606,0.048,0.044,0.091,0.011,0.014,0.326,0.243,0.013,0.009,-0.001,0.001,0.003,0.003,0.016,0.015,0.12,0.006,0.001,0.001,0.001,0.002,-0.29,-0.86,-1.28,-2.43
44710990314,NSRD0799,Comp 5,-53um,CONS,,65.58,6.944,0.483,0.034,0.048,0.069,0.013,0.009,0.213,0.284,0.037,0.006,-0.001,-0.001,0.002,0.001,0.01,0.008,0.078,0.015,0.002,-0.001,-0.001,0.001,-0.31,-0.61,-1.16,-2.08
44710990315,NSRD0799,Comp 6,-53um,CONS,,65.75,7.013,0.439,0.031,0.052,0.094,0.013,0.008,0.247,0.25,0.044,0.005,-0.001,-0.001,0.002,-0.001,0.012,0.008,0.066,0.016,0.002,0.001,-0.001,-0.001,-0.45,-0.72,-1.33,-2.5
44710990316,NSRD0799,Comp 10,-53um,CONS,,65.57,7.405,0.331,0.026,0.061,0.088,0.013,0.008,0.32,0.137,0.025,0.006,0.001,-0.001,0.003,0.001,0.009,0.006,0.043,0.012,0.002,0.003,-0.001,0.001,-0.44,-0.69,-1.29,-2.42
44710990317,NSRD0799,Comp 12,-53um,CONS,,64.61,8.352,0.576,0.038,0.055,0.092,0.014,0.012,0.287,0.349,0.059,0.007,-0.001,-0.001,0.004,0.002,0.015,0.008,0.058,0.013,0.003,0.004,-0.001,0.003,-0.45,-0.78,-1.26,-2.49
44710990318,NSRD0799,Comp 13,-53um,CONS,,64.66,8.19,0.608,0.039,0.056,0.098,0.016,0.018,0.313,0.351,0.025,0.007,0.001,-0.001,0.004,0.002,0.014,0.01,0.066,0.014,0.003,-0.001,0.001,0.002,-0.41,-0.81,-1.23,-2.45
44710990319,NSRD0799,Comp 14,-53um,CONS,,64.72,7.622,0.735,0.063,0.053,0.099,0.015,0.017,0.396,0.308,0.027,0.012,-0.001,-0.001,0.005,0.003,0.014,0.015,0.153,0.016,0.001,0.001,0.001,0.001,-0.33,-0.68,-1.27,-2.28
44710990320,NSRD0799,Comp 16,-53um,CONS,,66.35,5.75,0.605,0.065,0.042,0.068,0.008,0.018,0.351,0.205,0.012,0.011,-0.001,-0.001,0.004,0.004,0.017,0.02,0.179,0.017,0.004,-0.001,0.002,0.003,-0.31,-0.81,-1.29,-2.41
44710990321,NSRD0799,Comp 17,-53um,CONS,,65.79,6.265,0.685,0.057,0.045,0.098,0.012,0.016,0.35,0.281,0.031,0.01,-0.001,-0.001,0.005,0.005,0.022,0.016,0.119,0.014,0.003,-0.001,0.002,0.003,-0.34,-0.75,-1.26,-2.35
44710990272,NSRD0799,Comp 5 R -38um,DTR,TAILS,,18.86,54.96,4.612,0.204,0.563,1.072,0.145,0.131,2.37,1.958,0.292,0.011,-0.001,0.003,0.007,0.006,0.047,0.004,0.026,0.012,0.001,0.004,0.011,0.017,1.28,4.32,0.53,6.13
44710990273,NSRD0799,Comp 6 R -38um,DTR,TAILS,,13.28,58.88,3.936,0.165,0.616,2.175,0.165,0.105,3.4,1.859,0.339,0.008,-0.001,0.002,0.007,0.005,0.041,0.002,0.01,0.008,0.001,0.008,0.007,0.017,0.54,6.67,1.58,8.79
44710990274,NSRD0799,Comp 10 R -53um,DTR,TAILS,,13.9,58.64,3.54,0.143,0.626,1.958,0.114,0.208,3.73,1.259,0.155,0.007,-0.001,0.001,0.006,0.004,0.031,0.002,0.007,0.007,0.001,0.004,0.006,0.015,0.45,7.36,1.49,9.3
44710990275,NSRD0799,Comp 13 R -53um,DTR,TAILS,,12.36,59.99,5.052,0.208,0.582,1.781,0.109,0.451,3.44,2.556,0.161,0.006,-0.001,0.001,0.008,0.006,0.06,0.003,0.011,0.01,0.001,0.006,0.009,0.016,0.34,5.97,1.35,7.66
44710990276,NSRD0799,Comp 13 R -45um,DTR,TAILS,,12.27,60.2,5.016,0.209,0.578,1.764,0.106,0.472,3.43,2.53,0.153,0.006,-0.001,0.001,0.007,0.004,0.06,0.002,0.01,0.01,0.001,0.005,0.008,0.015,0.35,5.92,1.4,7.67
44710990277,NSRD0799,Comp 14 R -38um,DTR,TAILS,,13.98,55.81,7.084,0.326,0.385,1.329,0.105,0.284,3.63,3.11,0.119,0.008,-0.001,0.001,0.009,0.005,0.085,0.007,0.035,0.021,0.003,0.005,0.009,0.014,0.58,5.78,1.0,7.36
44710990278,NSRD0799,Comp 17 R -53um,DTR,TAILS,,13.93,55.89,7.086,0.312,0.379,1.442,0.125,0.333,3.45,3.221,0.116,0.01,-0.001,0.003,0.009,0.005,0.114,0.007,0.035,0.019,0.003,0.008,0.009,0.014,0.54,5.66,1.01,7.21
44710990322,NSRD0799,Comp 5,-53um,TAILS,,19.21,54.35,4.494,0.203,0.554,1.141,0.148,0.12,2.41,1.879,0.274,0.011,0.001,-0.001,0.01,0.005,0.043,0.004,0.025,0.012,0.001,0.002,0.006,0.013,1.25,4.3,0.63,6.18
44710990323,NSRD0799,Comp 6,-53um,TAILS,,13.58,58.5,3.853,0.169,0.623,2.193,0.169,0.091,3.43,1.805,0.326,0.014,-0.001,-0.001,0.009,0.007,0.045,0.002,0.013,0.012,0.001,0.005,0.003,0.015,0.43,6.57,1.74,8.74
44710990324,NSRD0799,Comp 10,-53um,TAILS,,13.91,57.99,3.457,0.145,0.64,2.077,0.121,0.207,3.74,1.244,0.154,0.009,-0.001,-0.001,0.008,0.004,0.028,0.002,0.008,0.008,-0.001,-0.001,0.002,0.011,0.4,7.31,1.74,9.45
44710990325,NSRD0799,Comp 12,-53um,TAILS,,13.75,58.29,4.306,0.189,0.623,1.874,0.122,0.124,3.49,2.12,0.442,0.009,-0.001,-0.001,0.01,0.004,0.05,0.003,0.01,0.011,0.001,0.002,0.003,0.011,0.39,6.05,1.58,8.02
44710990326,NSRD0799,Comp 13,-53um,TAILS,,12.37,59.46,4.936,0.208,0.584,1.822,0.112,0.468,3.42,2.522,0.152,0.013,-0.001,-0.001,0.008,0.006,0.056,0.003,0.012,0.012,0.002,0.004,0.005,0.012,0.35,5.8,1.48,7.63
44710990327,NSRD0799,Comp 14,-53um,TAILS,,14.01,55.54,7.09,0.331,0.383,1.345,0.102,0.286,3.64,3.124,0.117,0.012,-0.001,-0.001,0.011,0.005,0.08,0.007,0.039,0.026,0.003,0.003,0.006,0.011,0.51,5.66,1.11,7.28
44710990328,NSRD0799,Comp 16,-53um,TAILS,,16.03,53.27,6.184,0.299,0.403,1.213,0.093,0.45,3.67,2.32,0.113,0.009,-0.001,-0.001,0.008,0.004,0.102,0.004,0.026,0.019,0.002,0.001,0.006,0.013,0.54,6.45,1.16,8.15
44710990329,NSRD0799,Comp 17,-53um,TAILS,,13.87,55.56,7.098,0.321,0.376,1.455,0.122,0.332,3.48,3.238,0.115,0.011,-0.001,-0.001,0.009,0.005,0.12,0.007,0.037,0.021,0.002,0.005,0.006,0.011,0.5,5.47,1.18,7.15
44718000001,NSRD0800,Comp 4,-53um,FEED,30.5,32.14,41.47,2.146,0.093,0.474,1.284,0.079,0.042,2.24,0.891,0.106,0.005,-0.001,0.003,0.004,0.001,0.02,0.002,0.016,0.007,0.001,-0.001,0.004,0.013,0.34,4.0,0.45,4.79
44718000002,NSRD0800,Comp 5,-53um,FEED,23.2,28.11,43.3,4.284,0.194,0.415,1.05,0.079,0.37,2.77,1.812,0.095,0.007,0.001,0.004,0.004,-0.001,0.039,0.006,0.035,0.013,0.001,-0.001,0.005,0.012,0.28,4.59,0.47,5.34
44718000003,NSRD0800,Comp 6,-53um,FEED,14.9,22.86,47.12,6.44,0.289,0.272,1.132,0.094,0.308,2.92,2.882,0.108,0.01,-0.001,0.005,0.006,0.004,0.063,0.008,0.051,0.019,0.002,0.001,0.007,0.012,0.4,4.37,0.63,5.4
44718000004,NSRD0800,Comp 8,-53um,FEED,11.8,22.08,47.43,6.301,0.303,0.309,1.035,0.065,0.37,3.28,2.455,0.122,0.011,0.001,0.005,0.006,0.002,0.06,0.009,0.062,0.021,0.002,-0.001,0.007,0.009,0.53,5.16,0.73,6.42
44718000005,NSRD0800,Comp 11,-53um,FEED,26.6,29.5,43.02,3.231,0.147,0.381,1.255,0.066,0.293,2.84,1.13,0.126,0.006,-0.001,0.004,0.004,0.003,0.03,0.004,0.026,0.011,0.001,-0.001,0.005,0.01,0.15,4.38,0.56,5.09
44718000006,NSRD0800,Comp 15,-53um,FEED,29.3,31.11,40.52,2.98,0.134,0.384,1.389,0.087,0.169,2.56,1.294,0.128,0.006,-0.001,0.003,0.004,0.004,0.024,0.004,0.027,0.012,0.001,-0.001,0.004,0.016,0.37,4.39,0.48,5.24
44718000007,NSRD0800,Comp 4,-45um,FEED,30.4,32.17,41.52,2.147,0.089,0.475,1.3,0.085,0.045,2.23,0.878,0.101,0.005,-0.001,0.004,0.003,0.001,0.021,0.002,0.017,0.007,0.001,-0.001,0.004,0.013,0.3,4.04,0.38,4.72
44718000008,NSRD0800,Comp 5,-45um,FEED,23.4,27.97,43.26,4.291,0.197,0.416,1.075,0.087,0.348,2.75,1.795,0.099,0.006,0.001,0.004,0.003,-0.001,0.035,0.005,0.034,0.013,0.002,-0.001,0.005,0.01,0.26,4.6,0.49,5.35
44718000009,NSRD0800,Comp 6,-45um,FEED,14.5,22.67,47.3,6.463,0.291,0.271,1.164,0.096,0.303,2.92,2.886,0.118,0.011,0.001,0.004,0.006,0.003,0.061,0.008,0.049,0.019,0.002,0.001,0.006,0.012,0.42,4.35,0.64,5.41
44718000010,NSRD0800,Comp 8,-45um,FEED,12.1,22.15,47.21,6.291,0.303,0.309,1.036,0.073,0.381,3.27,2.455,0.117,0.012,-0.001,0.005,0.007,0.005,0.064,0.009,0.063,0.023,0.003,-0.001,0.008,0.014,0.49,5.06,0.75,6.3
44718000011,NSRD0800,Comp 11,-45um,FEED,26.2,29.45,42.89,3.278,0.149,0.387,1.285,0.072,0.306,2.88,1.152,0.13,0.006,0.001,0.004,0.004,0.002,0.03,0.004,0.028,0.013,0.001,-0.001,0.004,0.012,0.14,4.41,0.56,5.11
44718000012,NSRD0800,Comp 15,-45um,FEED,29.2,31.04,40.95,3.009,0.134,0.382,1.383,0.084,0.161,2.55,1.315,0.125,0.004,0.001,0.004,0.003,-0.001,0.022,0.003,0.026,0.01,0.001,-0.001,0.004,0.013,0.31,4.42,0.45,5.18
44718000013,NSRD0800,Comp 4,-38um,FEED,30.5,32.17,41.46,2.169,0.094,0.473,1.289,0.089,0.041,2.24,0.911,0.095,0.005,0.001,0.004,0.003,-0.001,0.025,0.002,0.016,0.007,0.001,-0.001,0.005,0.012,0.32,4.0,0.4,4.72
44718000014,NSRD0800,Comp 5,-38um,FEED,23.7,28.3,43.01,4.207,0.192,0.417,1.029,0.073,0.352,2.75,1.751,0.094,0.008,-0.001,0.004,0.005,0.003,0.038,0.006,0.035,0.014,0.002,-0.001,0.005,0.015,0.25,4.64,0.45,5.34
44718000015,NSRD0800,Comp 6,-38um,FEED,14.8,22.83,47.2,6.431,0.289,0.266,1.137,0.091,0.314,2.91,2.858,0.115,0.01,0.001,0.004,0.006,0.002,0.063,0.008,0.052,0.02,0.002,0.002,0.007,0.01,0.43,4.38,0.56,5.37
44718000016,NSRD0800,Comp 8,-38um,FEED,12.1,22.22,47.3,6.222,0.301,0.311,1.059,0.069,0.355,3.27,2.442,0.122,0.011,0.001,0.005,0.006,0.003,0.061,0.009,0.061,0.021,0.003,-0.001,0.007,0.011,0.49,5.34,0.57,6.4
44718000017,NSRD0800,Comp 11,-38um,FEED,26.2,29.62,42.72,3.151,0.144,0.391,1.302,0.068,0.263,2.88,1.093,0.132,0.005,0.001,0.004,0.003,0.001,0.026,0.003,0.025,0.01,0.002,-0.001,0.005,0.013,0.16,4.5,0.55,5.21
44718000018,NSRD0800,Comp 15,-38um,FEED,29.2,30.94,41.03,2.98,0.13,0.387,1.426,0.089,0.162,2.55,1.29,0.131,0.006,0.001,0.004,0.003,0.001,0.024,0.003,0.026,0.011,0.001,-0.001,0.004,0.011,0.35,4.42,0.46,5.23
44718000019,NSRD0800,Comp 4,-53um,CONS,81.6,64.78,8.33,0.384,0.029,0.074,0.099,0.016,0.006,0.31,0.191,0.026,0.004,-0.001,0.001,0.004,0.005,0.008,0.004,0.037,0.011,0.001,-0.001,-0.001,0.007,-0.38,-0.62,-1.27,-2.27
44718000020,NSRD0800,Comp 5,-53um,CONS,83.3,64.02,8.69,0.645,0.052,0.067,0.105,0.016,0.038,0.421,0.26,0.027,0.009,-0.001,0.001,0.004,0.009,0.015,0.011,0.092,0.014,0.001,-0.001,-0.001,0.009,-0.29,-0.68,-1.18,-2.15
44718000021,NSRD0800,Comp 6,-53um,CONS,81.4,64.44,7.939,0.812,0.07,0.043,0.103,0.014,0.022,0.445,0.27,0.027,0.01,-0.001,0.001,0.004,0.004,0.011,0.014,0.146,0.013,0.003,-0.001,-0.001,0.004,-0.25,-0.75,-1.23,-2.23
44718000022,NSRD0800,Comp 8,-53um,CONS,81.8,64.92,6.919,0.738,0.073,0.057,0.079,0.01,0.021,0.479,0.209,0.022,0.018,-0.001,0.001,0.004,0.004,0.012,0.017,0.255,0.014,0.001,-0.001,0.001,0.005,-0.2,-0.55,-1.22,-1.97
44718000023,NSRD0800,Comp 11,-53um,CONS,83.7,65.24,7.451,0.585,0.046,0.051,0.07,0.011,0.021,0.384,0.253,0.013,0.005,-0.001,0.001,0.002,0.001,0.011,0.008,0.064,0.011,0.001,-0.001,-0.001,0.006,-0.34,-0.86,-1.17,-2.37
44718000024,NSRD0800,Comp 15,-53um,CONS,85.4,65.22,7.332,0.66,0.048,0.049,0.091,0.011,0.022,0.342,0.37,0.017,0.006,-0.001,0.001,0.003,0.004,0.012,0.008,0.064,0.013,0.001,-0.001,0.001,0.005,-0.37,-0.93,-1.11,-2.41
44718000025,NSRD0800,Comp 4,-45um,CONS,84.6,65.8,7.206,0.326,0.026,0.064,0.085,0.014,0.005,0.268,0.162,0.015,0.005,-0.001,-0.001,0.004,0.006,0.01,0.005,0.038,0.011,0.002,-0.001,-0.001,0.007,-0.43,-0.83,-1.17,-2.43
44718000026,NSRD0800,Comp 5,-45um,CONS,84.0,65.45,7.162,0.555,0.046,0.056,0.09,0.014,0.026,0.348,0.216,0.024,0.008,-0.001,0.001,0.003,0.005,0.01,0.011,0.093,0.015,0.002,-0.001,-0.001,0.005,-0.33,-0.86,-1.2,-2.39
44718000027,NSRD0800,Comp 6,-45um,CONS,84.8,65.47,6.818,0.729,0.063,0.037,0.097,0.014,0.02,0.386,0.236,0.022,0.01,-0.001,0.001,0.004,0.004,0.013,0.014,0.15,0.013,0.002,-0.001,-0.001,0.005,-0.25,-0.91,-1.24,-2.4
44718000028,NSRD0800,Comp 8,-45um,CONS,81.8,65.19,6.667,0.742,0.073,0.053,0.078,0.01,0.022,0.461,0.205,0.021,0.017,-0.001,0.001,0.004,0.005,0.013,0.018,0.248,0.014,0.002,-0.001,0.001,0.007,-0.21,-0.69,-1.18,-2.08
44718000029,NSRD0800,Comp 11,-45um,CONS,84.4,66.17,6.42,0.518,0.045,0.045,0.066,0.01,0.021,0.331,0.222,0.022,0.005,-0.001,-0.001,0.003,0.004,0.013,0.008,0.067,0.013,0.001,-0.001,-0.001,0.005,-0.37,-1.0,-1.17,-2.54
44718000030,NSRD0800,Comp 15,-45um,CONS,86.1,66.19,6.332,0.567,0.044,0.043,0.082,0.01,0.019,0.283,0.321,0.022,0.005,0.001,0.001,0.003,0.003,0.013,0.008,0.065,0.013,0.002,-0.001,-0.001,0.005,-0.38,-1.04,-1.17,-2.59
44718000031,NSRD0800,Comp 4,-38um,CONS,85.7,67.27,5.541,0.264,0.022,0.052,0.068,0.011,0.005,0.211,0.13,0.015,0.005,-0.001,-0.001,0.004,0.007,0.012,0.004,0.038,0.011,0.002,-0.001,-0.001,0.007,-0.45,-1.0,-1.21,-2.66
44718000032,NSRD0800,Comp 5,-38um,CONS,84.8,66.28,6.275,0.493,0.044,0.049,0.078,0.012,0.022,0.308,0.191,0.009,0.007,-0.001,0.001,0.004,0.007,0.012,0.011,0.09,0.013,0.002,-0.001,-0.001,0.007,-0.32,-1.03,-1.16,-2.51
44718000033,NSRD0800,Comp 6,-38um,CONS,85.6,66.49,5.782,0.648,0.056,0.032,0.083,0.011,0.017,0.331,0.203,0.013,0.01,-0.001,0.001,0.003,0.002,0.012,0.014,0.151,0.013,0.001,-0.001,0.001,0.003,-0.29,-1.1,-1.18,-2.57
44718000034,NSRD0800,Comp 8,-38um,CONS,85.6,66.45,5.489,0.589,0.065,0.045,0.065,0.009,0.018,0.373,0.164,0.019,0.016,-0.001,0.001,0.003,0.002,0.009,0.017,0.246,0.014,0.001,-0.001,-0.001,0.006,-0.23,-0.9,-1.21,-2.34
44718000035,NSRD0800,Comp 11,-38um,CONS,86.7,67.22,5.338,0.426,0.038,0.039,0.058,0.008,0.014,0.275,0.177,0.014,0.006,-0.001,0.001,0.004,0.005,0.012,0.008,0.064,0.012,0.001,-0.001,-0.001,0.005,-0.41,-1.16,-1.12,-2.69
44718000036,NSRD0800,Comp 15,-38um,CONS,88.6,67.5,4.964,0.455,0.035,0.036,0.067,0.009,0.014,0.233,0.247,0.02,0.006,-0.001,0.001,0.003,0.006,0.013,0.008,0.064,0.013,0.001,-0.001,-0.001,0.007,-0.45,-1.2,-1.14,-2.79
44718000037,NSRD0800,Comp 4,-53um,TAILS,1.0,13.28,61.17,3.177,0.132,0.679,1.882,0.114,0.085,3.23,1.253,0.162,0.007,0.001,0.004,0.009,-0.001,0.03,0.001,0.004,0.005,-0.001,-0.001,0.006,0.008,0.75,6.46,1.44,8.65
44718000038,NSRD0800,Comp 5,-53um,TAILS,0.9,14.32,56.61,5.713,0.251,0.531,1.359,0.103,0.482,3.59,2.366,0.128,0.009,0.001,0.005,0.009,-0.001,0.051,0.003,0.014,0.014,0.001,-0.001,0.008,0.008,0.5,6.4,1.11,8.01
44718000039,NSRD0800,Comp 6,-53um,TAILS,0.7,14.4,55.27,7.55,0.336,0.316,1.304,0.109,0.368,3.37,3.386,0.153,0.012,-0.001,0.005,0.01,0.005,0.075,0.007,0.031,0.021,0.002,0.003,0.007,0.014,0.57,5.29,0.97,6.83
44718000040,NSRD0800,Comp 8,-53um,TAILS,0.7,15.56,53.88,7.064,0.335,0.342,1.152,0.075,0.413,3.66,2.755,0.158,0.012,0.001,0.005,0.009,0.003,0.065,0.008,0.035,0.023,0.003,-0.001,0.008,0.012,0.65,5.88,1.04,7.57
44718000041,NSRD0800,Comp 11,-53um,TAILS,1.0,13.55,59.22,4.377,0.193,0.52,1.73,0.09,0.401,3.89,1.487,0.187,0.008,-0.001,0.004,0.008,0.001,0.038,0.002,0.008,0.011,0.001,0.002,0.006,0.009,0.41,6.46,1.39,8.26
44718000042,NSRD0800,Comp 15,-53um,TAILS,0.9,13.21,58.68,4.206,0.179,0.548,2,0.128,0.24,3.67,1.747,0.201,0.008,0.001,0.005,0.009,0.002,0.035,0.002,0.008,0.011,0.002,-0.001,0.006,0.012,0.6,7.02,1.48,9.1
44718000043,NSRD0800,Comp 4,-45um,TAILS,0.8,13.21,61.13,3.142,0.129,0.69,1.912,0.125,0.075,3.27,1.25,0.158,0.007,-0.001,0.005,0.008,0.002,0.029,0.001,0.004,0.006,0.001,-0.001,0.006,0.011,0.74,6.58,1.4,8.72
44718000044,NSRD0800,Comp 5,-45um,TAILS,0.8,14.21,56.82,5.647,0.251,0.539,1.401,0.115,0.449,3.59,2.349,0.135,0.01,0.001,0.005,0.009,0.001,0.048,0.004,0.014,0.014,0.002,-0.001,0.007,0.01,0.48,6.46,1.1,8.04
44718000045,NSRD0800,Comp 6,-45um,TAILS,0.8,14.39,55.32,7.56,0.335,0.313,1.34,0.112,0.35,3.37,3.373,0.143,0.012,-0.001,0.005,0.009,0.003,0.073,0.007,0.03,0.02,0.002,0.002,0.008,0.013,0.56,5.26,1.02,6.84
44718000046,NSRD0800,Comp 8,-45um,TAILS,0.7,15.65,53.68,7.109,0.34,0.345,1.164,0.083,0.428,3.65,2.763,0.152,0.012,0.001,0.006,0.011,0.003,0.066,0.008,0.034,0.023,0.002,-0.001,0.008,0.011,0.64,5.89,1.05,7.58
44718000047,NSRD0800,Comp 11,-45um,TAILS,0.9,13.55,59.03,4.421,0.193,0.524,1.752,0.099,0.411,3.89,1.532,0.185,0.008,-0.001,0.005,0.008,0.002,0.039,0.003,0.009,0.011,0.002,-0.001,0.006,0.013,0.4,6.51,1.36,8.27
44718000048,NSRD0800,Comp 15,-45um,TAILS,0.9,13.03,58.94,4.256,0.18,0.544,1.975,0.123,0.229,3.66,1.786,0.19,0.006,0.001,0.005,0.009,-0.001,0.032,0.001,0.009,0.011,0.001,0.001,0.006,0.008,0.57,7.11,1.39,9.07
44718000049,NSRD0800,Comp 4,-38um,TAILS,0.8,13.34,61,3.202,0.133,0.68,1.859,0.13,0.071,3.28,1.304,0.153,0.006,-0.001,0.005,0.008,-0.001,0.032,-0.001,0.004,0.006,-0.001,-0.001,0.006,0.008,0.7,6.55,1.34,8.59
44718000050,NSRD0800,Comp 5,-38um,TAILS,0.8,14.2,56.9,5.573,0.252,0.541,1.335,0.097,0.465,3.59,2.308,0.133,0.009,-0.001,0.006,0.009,0.003,0.048,0.004,0.015,0.015,0.002,-0.001,0.007,0.014,0.52,6.58,1.05,8.15
44718000051,NSRD0800,Comp 6,-38um,TAILS,0.5,14.27,55.48,7.582,0.337,0.308,1.31,0.109,0.368,3.37,3.351,0.151,0.013,-0.001,0.006,0.01,0.004,0.069,0.007,0.032,0.021,0.003,0.001,0.009,0.012,0.6,5.31,0.95,6.86
44718000052,NSRD0800,Comp 8,-38um,TAILS,0.7,15.53,53.85,7.061,0.335,0.348,1.186,0.078,0.399,3.65,2.741,0.143,0.013,0.001,0.006,0.01,0.002,0.06,0.008,0.034,0.023,0.003,-0.001,0.009,0.01,0.65,6.01,1.0,7.66
44718000053,NSRD0800,Comp 11,-38um,TAILS,0.8,13.62,58.94,4.309,0.188,0.534,1.771,0.093,0.36,3.89,1.434,0.182,0.008,-0.001,0.005,0.008,0.002,0.038,0.002,0.009,0.011,0.002,-0.001,0.006,0.012,0.46,6.71,1.32,8.49
44718000054,NSRD0800,Comp 15,-38um,TAILS,0.8,13,58.98,4.185,0.179,0.547,2.025,0.129,0.231,3.63,1.765,0.197,0.008,-0.001,0.005,0.008,0.001,0.034,0.002,0.009,0.01,0.001,0.001,0.006,0.012,0.63,7.16,1.32,9.11
44718000054 Rpt,,,,,,13.01,58.99,4.161,0.179,0.546,2.016,0.13,0.23,3.62,1.76,0.2,0.008,0.001,0.005,0.009,-0.001,0.032,0.001,0.009,0.011,0.001,0.001,0.006,0.012,0.64,7.14,1.33,9.11
STD 4.1,,,,,,45.6,24.84,2.364,0.249,0.005,0.094,0.105,0.022,0.061,0.011,0.016,0.002,0.001,0.003,0.001,0.001,-0.001,0.003,0.006,0.003,-0.001,0.001,0.007,0.006,5.99,0.53,0.19,6.71
STD 5.1,,,,,,1.591,81.88,9.135,0.418,0.08,0.082,0.013,0.001,0.41,3.295,0.339,0.002,-0.001,0.004,0.001,0.002,0.099,0.002,0.004,0.002,-0.001,0.002,0.02,0.015,0.95,0.91,0.1,1.96
44718000212,NSRD0800,Comp 4,-53um,FEED,,32.13,41.5,2.081,0.094,0.476,1.297,0.083,0.046,2.26,0.862,0.083,0.005,-0.001,-0.001,0.004,0.004,0.026,0.003,0.018,0.008,0.001,0.001,0.004,0.008,0.21,4.12,0.54,4.87
44718000213,NSRD0800,Comp 5,-53um,FEED,,28.12,43.04,4.24,0.197,0.417,1.1,0.094,0.326,2.81,1.758,0.065,0.008,-0.001,-0.001,0.005,0.006,0.041,0.007,0.039,0.017,0.001,0.003,0.006,0.01,0.23,4.71,0.44,5.38
44718000214,NSRD0800,Comp 6,-53um,FEED,,22.51,47.31,6.484,0.295,0.267,1.15,0.097,0.307,2.94,2.944,0.096,0.011,0.001,-0.001,0.006,0.005,0.064,0.008,0.053,0.019,0.002,0.002,0.007,0.013,0.4,4.28,0.69,5.37
44718000215,NSRD0800,Comp 8,-53um,FEED,,22.41,46.62,6.173,0.3,0.306,1.066,0.069,0.377,3.26,2.429,0.087,0.01,0.001,-0.001,0.006,0.004,0.06,0.01,0.07,0.028,0.002,0.002,0.007,0.011,0.44,5.06,0.83,6.33
44718000216,NSRD0800,Comp 11,-53um,FEED,,29.01,42.89,3.192,0.146,0.383,1.284,0.082,0.261,2.88,1.135,0.103,0.006,-0.001,-0.001,0.003,0.004,0.03,0.004,0.029,0.013,0.001,-0.001,0.004,0.008,0.14,4.3,0.6,5.04
44718000217,NSRD0800,Comp 15,-53um,FEED,,30.89,40.83,2.995,0.134,0.378,1.391,0.084,0.154,2.56,1.305,0.114,0.006,-0.001,-0.001,0.004,0.004,0.026,0.004,0.032,0.015,0.001,-0.001,0.004,0.008,0.17,4.44,0.64,5.25
44718000218,NSRD0800,Comp 4,-53um,CONS,,65.92,7.178,0.318,0.025,0.056,0.083,0.013,0.006,0.245,0.165,0.021,0.006,-0.001,-0.001,0.005,0.004,0.008,0.007,0.043,0.016,0.002,-0.001,0.001,0.003,-0.41,-0.8,-1.28,-2.49
44718000219,NSRD0800,Comp 5,-53um,CONS,,65.59,7.058,0.514,0.044,0.048,0.087,0.013,0.024,0.312,0.205,0.019,0.008,-0.001,-0.001,0.005,0.005,0.011,0.013,0.097,0.017,0.002,0.004,0.001,0.003,-0.32,-0.87,-1.2,-2.39
44718000220,NSRD0800,Comp 6,-53um,CONS,,65.25,7.049,0.737,0.064,0.035,0.097,0.013,0.021,0.36,0.248,0.012,0.01,-0.001,-0.001,0.004,0.004,0.015,0.016,0.159,0.019,0.002,0.002,0.001,0.002,-0.29,-0.93,-1.19,-2.41
