BHID,Composite,CSS (µm),Process,Product,BV Report,Mineral,Chlorite group,Quartz,Pyroxene,Plagioclase,K-Feldspar,Calcite group - Siderite,Calcite group,Dolomite group,Spinel group,Hematite group,Stilpnomelane,Mica group,Pyrite,Rutile group,Goethite,Smectite group,Sepiolite,Kaolinite-serpentine group,Total,Birnessite,Sample,CompositeID,Size,Type,Fe3O4,Fe,SiO2,Al2O3,TiO2,Mn,CaO,P,S,MgO,K2O,Na2O,Zn,As,Cl,Cu,Pb,Ba,V,Cr,Ni,Co,Sn,Zr,Sr,LOI371,LOI650,LOI1000,LOI,IDENT,FeO,Sample,Pyrite group,MnO,Dry Wt
NSRD0799, Comp 16,53,DTR,TAILS,N9774XD21,29-44710192,9.96841557552859,41.03495605495645,,0.0,13.236005697652923,16.373241207554358,1.1598148716082715,3.709457583216669,1.011911780131773,0.609340799054119,12.89685643029683,0.0,,,0.0,,,,99.99999999999999,,,NSRD0799 Comp 16 53 TAILS,-53um,TAILS,,16.03,53.27,6.184,0.299,0.403,1.213,0.093,0.45,3.67,2.32,0.113,0.009,-0.001,-0.001,0.008,0.004,0.102,0.004,0.026,0.019,0.002,0.001,0.006,0.013,0.54,6.45,1.16,8.15,,,,,,
NSRD0799, Comp 17,53,DTR,TAILS,N9774XD21,30-44710193,8.900223294446816,39.561642656343835,,0.0,19.489781556454293,12.80125699496312,0.9667834204354592,4.890561906827679,1.1982624925915915,0.2988670986793256,11.892620579257871,0.0,,,0.0,,,,99.99999999999999,,,NSRD0799 Comp 17 53 TAILS,-53um,TAILS,0.8,13.95,55.76,6.917,0.317,0.367,1.448,0.124,0.332,3.37,3.183,0.12,0.008,0.001,-0.001,0.008,0.003,0.112,0.006,0.039,0.019,0.002,-0.001,0.009,0.011,0.54,5.61,1.01,7.16,,,,,,
NSRD0799, Comp 17,53,DTR,TAILS,N9774XD21,30-44710193,8.900223294446816,39.561642656343835,,0.0,19.489781556454293,12.80125699496312,0.9667834204354592,4.890561906827679,1.1982624925915915,0.2988670986793256,11.892620579257871,0.0,,,0.0,,,,99.99999999999999,,,NSRD0799 Comp 17 53 TAILS,-53um,TAILS,,13.87,55.56,7.098,0.321,0.376,1.455,0.122,0.332,3.48,3.238,0.115,0.011,-0.001,-0.001,0.009,0.005,0.12,0.007,0.037,0.021,0.002,0.005,0.006,0.011,0.5,5.47,1.18,7.15,,,,,,
NSRD0800, Comp 4 ,53,DTR,TAILS,N9774XD21,31-44710194,6.297367643679033,52.84977790395984,,3.8955741535310384,5.025608932712151,14.386389453164211,0.9011354039117265,6.717479799133766,1.1172301177553638,4.084471211888259,4.724965380264616,0.0,,,0.0,,,,99.99999999999999,,,NSRD0800 Comp 4 53 TAILS,-53um,TAILS,1.0,13.28,61.17,3.177,0.132,0.679,1.882,0.114,0.085,3.23,1.253,0.162,0.007,0.001,0.004,0.009,-0.001,0.03,0.001,0.004,0.005,-0.001,-0.001,0.006,0.008,0.75,6.46,1.44,8.65,,,,,,
NSRD0800, Comp 4 ,53,DTR,TAILS,N9774XD21,31-44710194,6.297367643679033,52.84977790395984,,3.8955741535310384,5.025608932712151,14.386389453164211,0.9011354039117265,6.717479799133766,1.1172301177553638,4.084471211888259,4.724965380264616,0.0,,,0.0,,,,99.99999999999999,,,NSRD0800 Comp 4 53 TAILS,-53um,TAILS,,13.57,60.72,3.052,0.132,0.692,1.923,0.12,0.074,3.33,1.218,0.125,0.008,-0.001,-0.001,0.008,0.005,0.038,0.002,0.006,0.008,0.001,-0.001,0.003,0.014,0.53,6.56,1.58,8.67,,,,,,
NSRD0800, Comp 5 ,53,DTR,TAILS,N9774XD21,32-44710195,9.625865808324397,44.54792227919828,,0.0,13.706264242556944,16.093462525861494,0.8803772762436639,3.458912556723439,1.1423069643680048,0.9859186140485545,9.558969732675218,0.0,,,0.0,,,,99.99999999999999,,,NSRD0800 Comp 5 53 TAILS,-53um,TAILS,0.9,14.32,56.61,5.713,0.251,0.531,1.359,0.103,0.482,3.59,2.366,0.128,0.009,0.001,0.005,0.009,-0.001,0.051,0.003,0.014,0.014,0.001,-0.001,0.008,0.008,0.5,6.4,1.11,8.01,,,,,,
NSRD0800, Comp 5 ,53,DTR,TAILS,N9774XD21,32-44710195,9.625865808324397,44.54792227919828,,0.0,13.706264242556944,16.093462525861494,0.8803772762436639,3.458912556723439,1.1423069643680048,0.9859186140485545,9.558969732675218,0.0,,,0.0,,,,99.99999999999999,,,NSRD0800 Comp 5 53 TAILS,-53um,TAILS,,14.32,56.21,5.558,0.254,0.539,1.441,0.123,0.426,3.65,2.286,0.102,0.01,-0.001,-0.001,0.009,0.006,0.054,0.004,0.017,0.016,0.002,0.004,0.006,0.013,0.44,6.51,1.14,8.09,,,,,,
NSRD0800, Comp 6 ,53,DTR,TAILS,N9774XD21,33-44710196,10.594822862221513,36.85325597934332,,0.0,20.664965279182685,12.352093374122905,1.2347139357623103,3.9979952128595513,0.8293864893167437,0.7653567576491632,12.7074101095418,0.0,,,0.0,,,,99.99999999999999,,,NSRD0800 Comp 6 53 TAILS,-53um,TAILS,0.7,14.4,55.27,7.55,0.336,0.316,1.304,0.109,0.368,3.37,3.386,0.153,0.012,-0.001,0.005,0.01,0.005,0.075,0.007,0.031,0.021,0.002,0.003,0.007,0.014,0.57,5.29,0.97,6.83,,,,,,
NSRD0800, Comp 6 ,53,DTR,TAILS,N9774XD21,33-44710196,10.594822862221513,36.85325597934332,,0.0,20.664965279182685,12.352093374122905,1.2347139357623103,3.9979952128595513,0.8293864893167437,0.7653567576491632,12.7074101095418,0.0,,,0.0,,,,99.99999999999999,,,NSRD0800 Comp 6 53 TAILS,-53um,TAILS,,14.21,55,7.532,0.334,0.306,1.315,0.114,0.36,3.37,3.417,0.113,0.012,-0.001,-0.001,0.009,0.006,0.073,0.007,0.035,0.021,0.002,0.005,0.006,0.01,0.53,5.07,1.08,6.68,,,,,,
NSRD0800, Comp 8 ,53,DTR,TAILS,N9774XD21,34-44710197,11.944844240699414,38.412700732599056,,0.0,16.149698207674938,14.384396849501563,0.8950270943716241,3.5007976607279887,0.9825845846889526,0.5634718569275455,13.166478772808912,0.0,,,0.0,,,,99.99999999999999,,,NSRD0800 Comp 8 53 TAILS,-53um,TAILS,0.7,15.56,53.88,7.064,0.335,0.342,1.152,0.075,0.413,3.66,2.755,0.158,0.012,0.001,0.005,0.009,0.003,0.065,0.008,0.035,0.023,0.003,-0.001,0.008,0.012,0.65,5.88,1.04,7.57,,,,,,
NSRD0800, Comp 8 ,53,DTR,TAILS,N9774XD21,34-44710197,11.944844240699414,38.412700732599056,,0.0,16.149698207674938,14.384396849501563,0.8950270943716241,3.5007976607279887,0.9825845846889526,0.5634718569275455,13.166478772808912,0.0,,,0.0,,,,99.99999999999999,,,NSRD0800 Comp 8 53 TAILS,-53um,TAILS,,15.78,53.2,7.019,0.335,0.345,1.195,0.081,0.429,3.68,2.746,0.106,0.011,-0.001,0.001,0.01,0.005,0.065,0.008,0.036,0.022,0.003,0.004,0.008,0.012,0.54,5.91,1.13,7.58,,,,,,
NSRD0800, Comp 11,53,DTR,TAILS,N9774XD21,35-44710198,7.425132347185076,49.480525970617286,,4.0580130642019245,6.203690174919982,14.315690382652004,0.7189823155567556,6.45916446541313,1.2294165411430156,2.1934315678523664,7.915953170458459,0.0,,,0.0,,,,99.99999999999999,,,NSRD0800 Comp 11 53 TAILS,-53um,TAILS,1.0,13.55,59.22,4.377,0.193,0.52,1.73,0.09,0.401,3.89,1.487,0.187,0.008,-0.001,0.004,0.008,0.001,0.038,0.002,0.008,0.011,0.001,0.002,0.006,0.009,0.41,6.46,1.39,8.26,,,,,,
NSRD0800, Comp 11,53,DTR,TAILS,N9774XD21,35-44710198,7.425132347185076,49.480525970617286,,4.0580130642019245,6.203690174919982,14.315690382652004,0.7189823155567556,6.45916446541313,1.2294165411430156,2.1934315678523664,7.915953170458459,0.0,,,0.0,,,,99.99999999999999,,,NSRD0800 Comp 11 53 TAILS,-53um,TAILS,,13.41,58.6,4.342,0.19,0.515,1.758,0.109,0.364,3.9,1.494,0.145,0.008,-0.001,-0.001,0.007,0.005,0.038,0.002,0.011,0.012,0.001,0.003,0.003,0.011,0.38,6.41,1.45,8.24,,,,,,
NSRD0800, Comp 15,53,DTR,TAILS,N9774XD21,36-44710199,7.866628067524212,48.01204233804637,,3.8015987985902786,6.96028405853357,16.48818624017143,0.7952197691621912,7.374630541736852,1.1764653471738071,1.4894839407548743,6.035460898306418,0.0,,,0.0,,,,99.99999999999999,,,NSRD0800 Comp 15 53 TAILS,-53um,TAILS,0.9,13.21,58.68,4.206,0.179,0.548,2,0.128,0.24,3.67,1.747,0.201,0.008,0.001,0.005,0.009,0.002,0.035,0.002,0.008,0.011,0.002,-0.001,0.006,0.012,0.6,7.02,1.48,9.1,,,,,,
NSRD0800, Comp 15,53,DTR,TAILS,N9774XD21,36-44710199,7.866628067524212,48.01204233804637,,3.8015987985902786,6.96028405853357,16.48818624017143,0.7952197691621912,7.374630541736852,1.1764653471738071,1.4894839407548743,6.035460898306418,0.0,,,0.0,,,,99.99999999999999,,,NSRD0800 Comp 15 53 TAILS,-53um,TAILS,,13.01,58.74,4.195,0.18,0.539,2.007,0.123,0.219,3.67,1.757,0.164,0.008,-0.001,-0.001,0.008,0.004,0.035,0.002,0.01,0.011,0.001,0.002,0.003,0.012,0.43,6.98,1.59,9.0,,,,,,
NSRD0801, Comp 3 ,53,DTR,TAILS,N9774XD21,37-44710200,7.4220616579108025,51.30238386029256,,0.0,7.104789356311191,15.43391577669602,0.8502361491363009,8.047964031885801,0.70330634129891,1.7005159146691462,7.43482691179926,0.0,,,0.0,,,,99.99999999999999,,,NSRD0801 Comp 3 53 TAILS,-53um,TAILS,1.0,14.03,59.95,3.205,0.126,0.371,2.507,0.149,0.222,2.79,1.129,0.108,0.008,0.002,0.003,0.012,0.002,0.018,0.003,0.007,0.009,0.001,-0.001,0.005,0.013,0.42,6.82,1.79,9.03,,,,,,
NSRD0801, Comp 4 ,53,DTR,TAILS,N9774XD21,38-44710201,5.952563015859415,54.58711106676459,,0.0,4.52104453121109,17.08146950011414,1.159358339211854,7.789743915572091,0.48623517225528556,1.3407950394184727,7.081679419593066,0.0,,,0.0,,,,99.99999999999999,,,NSRD0801 Comp 4 53 TAILS,-53um,TAILS,0.9,13.79,59.91,2.612,0.108,0.502,2.823,0.15,0.231,2.71,0.935,0.087,0.007,0.002,0.002,0.01,0.001,0.013,-0.001,0.004,0.006,-0.001,-0.001,0.003,0.011,0.44,7.19,2.18,9.81,,,,,,
NSRD0801, Comp 5 ,53,DTR,TAILS,N9774XD21,39-44710202,7.599931624957438,48.32824069934884,,0.0,4.492293151820797,18.508412575687586,1.095422505159266,6.379239209801434,0.32141446666132223,1.5215698185036823,11.753475948059657,0.0,,,0.0,,,,99.99999999999999,,,NSRD0801 Comp 5 53 TAILS,-53um,TAILS,0.9,16.06,57.33,3.26,0.126,0.398,1.928,0.139,0.385,3,1.007,0.101,0.007,0.002,0.004,0.009,-0.001,0.012,0.002,0.012,0.011,-0.001,-0.001,0.003,0.008,0.46,7.28,1.34,9.08,,,,,,
NSRD0801, Comp 6 ,53,DTR,TAILS,N9774XD21,40-44710203,10.168093889157584,36.752373355655486,,0.0,5.342033936660423,19.779986946219456,0.8263467190575853,6.0913897168538265,1.024200724167185,1.0384665394222619,18.977108172806197,0.0,,,0.0,,,,99.99999999999999,,,NSRD0801 Comp 6 53 TAILS,-53um,TAILS,0.7,18.94,50.7,4.235,0.169,0.414,1.989,0.141,0.531,3.41,1.188,0.146,0.008,0.001,0.003,0.009,0.002,0.016,0.003,0.018,0.013,0.002,-0.001,0.006,0.011,0.62,7.7,1.47,9.79,,,,,,
NSRD0801, Comp 7 ,53,DTR,TAILS,N9774XD21,41-44710204,9.438539114976976,42.122332325814284,,0.0,6.735549821147875,15.472701944041482,1.3731587954851237,5.801410386111184,0.0,0.6741650942677635,18.38214251815533,0.0,,,0.0,,,,99.99999999999999,,,NSRD0801 Comp 7 53 TAILS,-53um,TAILS,0.7,17.28,54.44,4.931,0.196,0.321,1.703,0.131,0.773,3.26,1.368,0.141,0.006,0.002,0.002,0.006,0.002,0.01,0.004,0.033,0.02,0.002,-0.001,0.006,0.01,0.6,5.88,1.46,7.94,,,,,,
NSRD0801, Comp 8 ,53,DTR,TAILS,N9774XD21,42-44710205,5.899102396893582,45.93351339274608,,0.0,3.09633740421416,18.463957335386738,1.4236676435091111,6.804474818498303,0.637669953991915,0.9201380978739924,16.82113895688611,0.0,,,0.0,,,,99.99999999999999,,,NSRD0801 Comp 8 53 TAILS,-53um,TAILS,0.9,16.19,55.23,3.15,0.124,0.42,2.441,0.144,0.175,3.49,1.024,0.129,0.006,0.002,0.003,0.015,-0.001,0.014,0.001,0.007,0.009,-0.001,-0.001,0.003,0.009,0.66,7.54,1.88,10.08,,,,,,
GVRD0268, Comp 2 ,53,DTR,TAILS,N9774XD21,43-44710206,1.105048,54.77528,,0.0,0.922362,33.09498,0.0,0.0,0.0,6.901772,0.0,3.200554,,,0.0,,,,99.99999999999999,,,GVRD0268 Comp 2 53 TAILS,-53um,TAILS,1.02,18.9,55.55,1.436,0.064,0.813,0.68,0.163,0.065,2.12,0.45,0.034,0.01,-0.001,0.003,0.011,-0.001,0.008,0.002,0.003,0.004,-0.001,-0.001,0.002,0.008,2.21,8.49,0.31,11.01,,,,,,
GVRD0268, Comp 3 ,53,DTR,TAILS,N9774XD21,44-44710207,3.992719252303973,59.795268367718116,,0.0,1.3483381321260806,30.554389136715017,0.0,0.0,0.6081797190431064,2.473706212495292,0.0,1.2273991795984245,,,0.0,,,,99.99999999999999,,,GVRD0268 Comp 3 53 TAILS,-53um,TAILS,1.0,16.99,57.71,1.438,0.056,0.875,0.599,0.141,0.197,2.22,0.293,0.011,0.007,-0.001,0.002,0.012,-0.001,0.008,-0.001,0.002,0.003,-0.001,-0.001,0.002,0.007,2.54,8.49,0.57,11.6,,,,,,
GVRD0268, Comp 4 ,53,DTR,TAILS,N9774XD21,45-44710208,8.10958084263655,64.31191871047899,,0.0,0.8595014433862952,23.207962511337403,0.0,0.0,0.0,3.0078364577533834,0.0,0.5032000344073698,,,0.0,,,,99.99999999999999,,,GVRD0268 Comp 4 53 TAILS,-53um,TAILS,1.0,15.1,61.63,2.18,0.094,0.991,0.511,0.133,0.137,2.47,0.164,0.024,0.005,-0.001,0.002,0.009,0.004,0.009,0.002,0.003,0.007,0.001,-0.001,0.003,0.011,1.31,7.73,0.41,9.45,,,,,,
GVRD0268, Comp 5 ,53,DTR,TAILS,N9774XD21,46-44710209,10.298574604531892,53.62614947045707,,0.0,0.0,33.292821040137,0.38650463448964945,0.0,0.8645803518240404,0.9540543860058049,0.5773155125545483,0.0,,,0.0,,,,99.99999999999999,,,GVRD0268 Comp 5 53 TAILS,-53um,TAILS,1.0,19.36,52.58,2.344,0.095,0.696,0.531,0.123,0.137,3.02,0.024,0.025,0.005,-0.001,0.002,0.006,-0.001,0.006,-0.001,0.005,0.007,0.001,-0.001,0.002,0.007,2.48,10.15,0.41,13.04,,,,,,
GVRD0268, Comp 6 ,53,DTR,TAILS,N9774XD21,47-44710210,2.839277715413936,61.829632792608244,,0.0,0.8547215068711861,22.751113696477905,0.0,0.0,0.7733711319447365,8.833272207782917,0.0,2.118610948901062,,,0.0,,,,99.99999999999999,,,GVRD0268 Comp 6 53 TAILS,-53um,TAILS,1.4,17.74,58.98,1.692,0.076,0.983,0.513,0.129,0.097,2.14,0.401,0.028,0.003,-0.001,0.003,0.005,0.001,0.007,0.002,0.003,0.005,-0.001,-0.001,0.003,0.009,1.28,7.36,0.42,9.06,,,,,,
GVRD0268, Comp 7 ,53,DTR,TAILS,N9774XD21,48-44710211,2.418552139383933,62.09908830844706,,0.0,0.798244085603805,20.594359637724832,0.0,0.0,0.849264615120321,10.510375092711552,0.0,2.7301161210085003,,,0.0,,,,99.99999999999999,,,GVRD0268 Comp 7 53 TAILS,-53um,TAILS,1.2,17.44,59.56,1.539,0.063,0.937,0.699,0.169,0.071,2.42,0.436,0.025,0.003,0.001,0.002,0.004,0.001,0.008,-0.001,0.005,0.009,-0.001,-0.001,0.002,0.007,0.59,7.59,0.37,8.55,,,,,,
GVRD0268, Comp 8 ,53,DTR,TAILS,N9774XD21,49-44710212,2.868669262747627,63.10448295770972,,0.0,0.0,15.16376655003622,0.0,7.1323803488444995,0.0,9.852054158561849,0.0,1.8786467221000613,,,0.0,,,,99.99999999999999,,,GVRD0268 Comp 8 53 TAILS,-53um,TAILS,1.2,16.1,60.7,1.223,0.05,0.96,2.35,0.15,0.031,2.8,0.295,0.025,0.003,0.001,0.003,0.006,0.001,0.009,-0.001,0.002,0.005,-0.001,-0.001,0.002,0.01,0.4,6.62,2.17,9.19,,,,,,
GVRD0268, Comp 9 ,53,DTR,TAILS,N9774XD21,50-44710213,5.722959132893839,59.768453751596425,,0.0,0.7060579065873728,19.51621414338813,0.0,7.082049205652348,0.0,6.295895018996257,0.0,0.9083708408856133,,,0.0,,,,99.99999999999999,,,GVRD0268 Comp 9 53 TAILS,-53um,TAILS,0.9,14.9,58.25,1.445,0.056,0.922,2.451,0.161,0.074,3.48,0.178,0.019,0.006,0.001,0.004,0.008,-0.001,0.007,-0.001,0.001,0.002,-0.001,-0.001,0.002,0.009,0.41,8.46,2.18,11.05,,,,,,
NSRD0798,Comp 3,53,DTR,CONS,N9741XD21,1-074,0.2989400401910574,6.09018928144216,,,0.0,2.943271271843033,,0.0,88.85132378645476,,1.816275620069008,,0.0,0.0,,,,,99.99999999999999,,,NSRD0798 Comp 3 53 CONS,-53um,CONS,85.8,65.71,7.347,0.218,0.029,0.08,0.107,0.026,0.007,0.334,0.059,0.004,0.002,-0.001,0.002,0.003,0.001,0.002,0.004,0.019,0.008,0.001,0.001,0.001,0.003,-0.25,-0.61,-1.44,-2.3,,,,,,
NSRD0798,Comp 4,53,DTR,CONS,N9741XD21,2-075,0.0,7.1841975212949105,,,0.0,1.7817648017331194,,0.0,89.24483513049702,,1.7892025464749615,,0.0,0.0,,,,,99.99999999999999,,,NSRD0798 Comp 4 53 CONS,-53um,CONS,84.0,64.55,8.898,0.301,0.036,0.088,0.134,0.026,0.01,0.358,0.117,0.016,0.003,-0.001,0.003,0.004,0.003,0.006,0.004,0.021,0.009,0.002,-0.001,0.001,0.004,-0.29,-0.67,-1.37,-2.33,,,,,,
NSRD0798,Comp 5,53,DTR,CONS,N9741XD21,3-076,0.0,9.682732260118497,,,0.0,2.1225906076270107,,1.1105701422459766,85.471363382327,,1.27639619151822,,0.0,0.33634741616328745,,,,,99.99999999999999,,,NSRD0798 Comp 5 53 CONS,-53um,CONS,80.0,62.56,10.82,0.393,0.036,0.092,0.27,0.029,0.011,0.362,0.272,0.014,0.003,-0.001,0.002,0.004,-0.001,0.006,0.006,0.031,0.009,0.002,0.001,0.001,0.003,-0.32,-0.55,-1.2,-2.07,,,,,,
NSRD0798,Comp 6,53,DTR,CONS,N9741XD21,4-077,0.0,5.995641347066977,,,0.0,2.6866065413562783,,0.20749278977208233,89.06530363557914,,2.044955686225532,,0.0,0.0,,,,,99.99999999999999,,,NSRD0798 Comp 6 53 CONS,-53um,CONS,83.2,65.18,7.832,0.308,0.037,0.07,0.208,0.019,0.012,0.357,0.115,0.009,0.003,-0.001,0.004,0.003,0.004,0.005,0.006,0.034,0.01,0.002,-0.001,0.002,0.005,-0.32,-0.68,-1.18,-2.18,,,,,,
NSRD0798,Comp 7,53,DTR,CONS,N9741XD21,5-078,0.6591318701639606,8.385659201827302,,,0.0,3.641823175982312,,0.0,82.46813059753451,,3.93457896745477,,0.9106761870371632,0.0,,,,,99.99999999999999,,,NSRD0798 Comp 7 53 CONS,-53um,CONS,78.3,62.3,10.69,0.454,0.049,0.087,0.172,0.019,0.021,0.515,0.116,0.026,0.003,-0.001,0.003,0.004,0.003,0.006,0.008,0.043,0.009,0.002,0.001,0.002,0.006,-0.14,0.03,-1.26,-1.37,,,,,,
NSRD0798,Comp 8,53,DTR,CONS,N9741XD21,6-079,0.0,7.325883623800426,,,0.0,3.3989939709549413,,0.0,84.06803280500492,,4.8377726035583715,,0.36931699668133305,0.0,,,,,99.99999999999999,,,NSRD0798 Comp 8 53 CONS,-53um,CONS,80.4,62.77,10.19,0.438,0.041,0.091,0.136,0.021,0.017,0.494,0.122,0.03,0.003,-0.001,0.004,0.003,0.003,0.004,0.007,0.037,0.008,0.002,-0.001,0.001,0.004,-0.15,0,-1.34,-1.49,,,,,,
NSRD0798,Comp 9,53,DTR,CONS,N9741XD21,7-080,0.4614662836642806,5.616173939392902,,,0.0,3.7952205195001514,,0.0,85.55754592003458,,4.569593337408085,,0.0,0.0,,,,,99.99999999999999,,,NSRD0798 Comp 9 53 CONS,-53um,CONS,80.7,64.15,8.496,0.46,0.05,0.077,0.171,0.019,0.018,0.45,0.117,0.035,0.003,-0.001,0.003,0.004,0.002,0.003,0.01,0.068,0.009,0.002,-0.001,0.002,0.004,-0.14,-0.23,-1.22,-1.59,,,,,,
NSRD0798,Comp 10,53,DTR,CONS,N9741XD21,8-081,0.5324021720793198,4.507593286281461,,,0.0,2.7250283689290886,,0.0,89.54350965183954,,2.691466520870575,,0.0,0.0,,,,,99.99999999999999,,,NSRD0798 Comp 10 53 CONS,-53um,CONS,83.4,65.96,6.57,0.373,0.04,0.06,0.168,0.018,0.014,0.339,0.086,0.022,0.003,-0.001,0.003,0.004,0.003,0.004,0.009,0.044,0.009,0.002,0.001,0.001,0.004,-0.26,-0.71,-1.14,-2.11,,,,,,
NSRD0798,Comp 3,53,DTR,TAILS,N9741XD21,9-082,3.9176147877759515,46.48521563063432,,,0.0,22.97607860907045,,2.591373762268045,3.4779290000665726,,20.551788210184657,,0.0,0.0,,,,,99.99999999999999,,,NSRD0798 Comp 3 53 TAILS,-53um,TAILS,2.6,17.16,56.43,1.943,0.08,0.875,1.066,0.16,0.062,3.49,0.484,0.104,0.005,0.001,0.003,0.004,-0.001,0.013,-0.001,-0.001,0.005,0.001,-0.001,0.004,0.011,0.84,8.85,0.44,10.13,,,,,,
NSRD0798,Comp 4,53,DTR,TAILS,N9741XD21,10-083,4.569915553206327,50.87305751781722,,,0.0,16.22318249990055,,7.327484231939718,1.2134767867936782,,18.512915103551364,,0.0,1.279968306791151,,,,,99.99999999999999,,,NSRD0798 Comp 4 53 TAILS,-53um,TAILS,1.2,14.14,59.17,2.251,0.093,0.929,2.39,0.157,0.155,3.47,0.775,0.106,0.006,0.001,0.002,0.005,0.001,0.017,-0.001,0.001,0.005,0.001,-0.001,0.004,0.012,0.6,7.04,1.89,9.53,,,,,,
NSRD0798,Comp 5,53,DTR,TAILS,N9741XD21,11-084,1.3414374390016692,51.03014409964225,,,6.914125647545213,12.550361073413397,,11.307668662572372,1.4702501647148378,,13.798818342210387,,0.0,1.5871945708998738,,,,,99.99999999999999,,,NSRD0798 Comp 5 53 TAILS,-53um,TAILS,1.2,10.94,61.16,2.814,0.118,0.79,3.529,0.217,0.135,3.33,1.776,0.092,0.006,0.001,0.002,0.007,0.001,0.024,-0.001,0.002,0.004,0.001,-0.001,0.004,0.014,0.44,5.92,3.08,9.44,,,,,,
NSRD0798,Comp 6,53,DTR,TAILS,N9741XD21,12-085,3.9907294738839463,48.97374313870472,,,0.0,14.046462527939646,,9.229398997558583,1.0803921340313924,,21.502031723939638,,0.0,1.1772420039420695,,,,,99.99999999999999,,,NSRD0798 Comp 6 53 TAILS,-53um,TAILS,1.0,14.9,58.49,2.242,0.094,0.531,3.042,0.15,0.178,3.13,0.698,0.108,0.005,0.001,0.002,0.004,0.001,0.013,-0.001,0.002,0.005,0.001,-0.001,0.004,0.011,0.72,6.38,2.47,9.57,,,,,,
NSRD0798,Comp 7,53,DTR,TAILS,N9741XD21,13-086,4.321698206534166,40.15318532255952,,,0.0,21.256824228846803,,5.009463709669483,0.8867545912306366,,28.37207394115938,,0.0,0.0,,,,,99.99999999999999,,,NSRD0798 Comp 7 53 TAILS,-53um,TAILS,1.2,20.11,52.05,2.373,0.102,0.513,1.479,0.118,0.144,2.96,0.579,0.14,0.005,0.001,0.003,0.003,0.001,0.01,-0.001,0.002,0.006,0.001,-0.001,0.004,0.01,1.39,8.07,0.89,10.35,,,,,,
NSRD0798,Comp 8,53,DTR,TAILS,N9741XD21,14-087,3.9507041254914483,39.56900015689523,,,0.0,22.245926828530976,,2.9621421261445624,0.8071047449192092,,30.465122018018583,,0.0,0.0,,,,,99.99999999999999,,,NSRD0798 Comp 8 53 TAILS,-53um,TAILS,1.1,20.43,51.88,2.443,0.097,0.532,1.155,0.149,0.108,2.96,0.633,0.151,0.005,0.002,0.002,0.002,-0.001,0.007,-0.001,0.002,0.005,-0.001,-0.001,0.002,0.005,1.47,8.07,0.47,10.01,,,,,,
NSRD0798,Comp 9,53,DTR,TAILS,N9741XD21,15-088,5.0813471031515585,33.34557683527862,,,0.0,21.226855381149395,,5.529071008718458,0.6029076688899971,,34.21424200281197,,0.0,0.0,,,,,99.99999999999999,,,NSRD0798 Comp 9 53 TAILS,-53um,TAILS,1.0,22.3,47.48,3.091,0.135,0.445,1.704,0.137,0.251,3.02,0.747,0.16,0.006,0.002,0.003,0.004,-0.001,0.012,0.001,0.007,0.009,0.001,-0.001,0.004,0.01,1.16,8.04,1.03,10.23,,,,,,
NSRD0798,Comp 10,53,DTR,TAILS,N9741XD21,16-089,5.960427844791097,40.88994741949591,,,0.0,14.154029217273404,,7.8413165073662325,0.6653426998786316,,30.48893631119472,,0.0,0.0,,,,,99.99999999999999,,,NSRD0798 Comp 10 53 TAILS,-53um,TAILS,1.0,18.6,53.1,3.052,0.132,0.451,2.662,0.147,0.186,2.97,0.716,0.152,0.006,0.001,0.001,0.004,-0.001,0.008,-0.001,0.006,0.008,0.001,-0.001,0.004,0.011,1.08,6.13,2,9.21,,,,,,
NSRD0800,Comp 4,53,DTR,FEED,N9646XD21,1-0055,4.495556084315255,38.13728004617341,,,3.285466478594134,10.264419185538696,0.33244191827495195,5.099233901891222,30.845504581590408,3.402070983476667,3.5626692270926057,,0.0,0.5753575930526569,,,,,99.99999999999999,,,NSRD0800 Comp 4 53 FEED,-53um,FEED,30.5,32.14,41.47,2.146,0.093,0.474,1.284,0.079,0.042,2.24,0.891,0.106,0.005,-0.001,0.003,0.004,0.001,0.02,0.002,0.016,0.007,0.001,-0.001,0.004,0.013,0.34,4.0,0.45,4.79,,,,,,
NSRD0800,Comp 4,53,DTR,FEED,N9646XD21,1-0055,4.495556084315255,38.13728004617341,,,3.285466478594134,10.264419185538696,0.33244191827495195,5.099233901891222,30.845504581590408,3.402070983476667,3.5626692270926057,,0.0,0.5753575930526569,,,,,99.99999999999999,,,NSRD0800 Comp 4 53 FEED,-53um,FEED,,32.13,41.5,2.081,0.094,0.476,1.297,0.083,0.046,2.26,0.862,0.083,0.005,-0.001,-0.001,0.004,0.004,0.026,0.003,0.018,0.008,0.001,0.001,0.004,0.008,0.21,4.12,0.54,4.87,,,,,,
NSRD0800,Comp 5,53,DTR,FEED,N9646XD21,2-0056,9.472209669031075,33.83789618528995,,,6.33225480230433,12.03091353826201,0.660501648759806,3.9077930497519238,23.388583803515207,0.777387679982385,8.339197482244316,,0.4600671250120249,0.7931950158469697,,,,,99.99999999999999,,,NSRD0800 Comp 5 53 FEED,-53um,FEED,23.2,28.11,43.3,4.284,0.194,0.415,1.05,0.079,0.37,2.77,1.812,0.095,0.007,0.001,0.004,0.004,-0.001,0.039,0.006,0.035,0.013,0.001,-0.001,0.005,0.012,0.28,4.59,0.47,5.34,,,,,,
