BHID,Composite,CSS (µm),Process,Product,BV Report,Mineral,Chlorite group,Quartz,Pyroxene,Plagioclase,K-Feldspar,Calcite group - Siderite,Calcite group,Dolomite group,Spinel group,Hematite group,Stilpnomelane,Mica group,Pyrite,Rutile group,Goethite,Smectite group,Sepiolite,Kaolinite-serpentine group,Total,Birnessite,Sample,CompositeID,Size,Type,Fe3O4,Fe,SiO2,Al2O3,TiO2,Mn,CaO,P,S,MgO,K2O,Na2O,Zn,As,Cl,Cu,Pb,Ba,V,Cr,Ni,Co,Sn,Zr,Sr,LOI371,LOI650,LOI1000,LOI,IDENT,FeO,Sample,Pyrite group,MnO,Dry Wt
NSRD0797,Comp 13,53,DTR,CONS,N9821XD21,41-44710286,0.0,7.397035119105554,,0.0,,1.0010286550135412,,0.0,89.6433664957121,0.0,,0.0,,0.0,0.0,0.0,1.9585697301688059,0.0,100.0,,,NSRD0797 Comp 13 53 CONS,-53um,CONS,87.5,65.02,8.452,0.23,0.021,0.082,0.116,0.023,0.003,0.331,0.151,0.023,0.003,-0.001,0.003,0.003,-0.001,0.002,0.003,0.016,0.008,0.002,-0.001,0.001,0.003,-0.41,-0.85,-1.35,-2.61,,,,,,
NSRD0797,Comp 14,53,DTR,CONS,N9821XD21,42-44710287,1.25078613910965,7.275487580813972,,0.0,,2.6532633304118276,,0.0,82.55927286086713,0.0,,0.0,,0.0,0.0,0.0,6.261190088797432,0.0,100.0,,,NSRD0797 Comp 14 53 CONS,-53um,CONS,82.5,62.99,10.01,0.497,0.048,0.102,0.111,0.024,0.021,0.642,0.119,0.03,0.003,-0.001,0.003,0.004,0.002,0.005,0.007,0.038,0.01,0.001,-0.001,0.003,0.003,-0.19,-0.33,-1.22,-1.74,,,,,,
NSRD0799,Comp 5,53,DTR,CONS,N9821XD21,43-44710288,0.5494941859887226,6.15928250062698,,0.0,,1.0735461460285536,,0.0,79.44143674330043,12.187172675487568,,0.0,,0.2918106067241511,0.0,0.0,0.2972571418436133,0.0,100.0,,,NSRD0799 Comp 5 53 CONS,-53um,CONS,74.85,66.9,5.533,0.416,0.036,0.041,0.063,0.012,0.005,0.189,0.229,0.03,0.005,-0.001,0.005,-0.001,0.001,0.005,0.008,0.098,0.016,0.002,-0.001,0.001,0.002,-0.3,-0.76,-1.18,-2.24,,,,,,
NSRD0799,Comp 5,53,DTR,CONS,N9821XD21,43-44710288,0.5494941859887226,6.15928250062698,,0.0,,1.0735461460285536,,0.0,79.44143674330043,12.187172675487568,,0.0,,0.2918106067241511,0.0,0.0,0.2972571418436133,0.0,100.0,,,NSRD0799 Comp 5 53 CONS,-53um,CONS,,65.58,6.944,0.483,0.034,0.048,0.069,0.013,0.009,0.213,0.284,0.037,0.006,-0.001,-0.001,0.002,0.001,0.01,0.008,0.078,0.015,0.002,-0.001,-0.001,0.001,-0.31,-0.61,-1.16,-2.08,,,,,,
NSRD0799,Comp 6,53,DTR,CONS,N9821XD21,44-44710289,0.0,6.234354402943287,,0.0,,0.0,,0.0,92.78488032266802,0.7580916151865355,,0.0,,0.0,0.0,0.0,0.22267365920215726,0.0,100.0,,,NSRD0799 Comp 6 53 CONS,-53um,CONS,83.27,66.18,6.892,0.44,0.034,0.053,0.097,0.014,0.006,0.268,0.249,0.037,0.004,-0.001,0.003,-0.001,0.001,0.007,0.007,0.081,0.016,0.002,-0.001,0.001,0.003,-0.42,-0.73,-1.35,-2.5,,,,,,
NSRD0799,Comp 6,53,DTR,CONS,N9821XD21,44-44710289,0.0,6.234354402943287,,0.0,,0.0,,0.0,92.78488032266802,0.7580916151865355,,0.0,,0.0,0.0,0.0,0.22267365920215726,0.0,100.0,,,NSRD0799 Comp 6 53 CONS,-53um,CONS,,65.75,7.013,0.439,0.031,0.052,0.094,0.013,0.008,0.247,0.25,0.044,0.005,-0.001,-0.001,0.002,-0.001,0.012,0.008,0.066,0.016,0.002,0.001,-0.001,-0.001,-0.45,-0.72,-1.33,-2.5,,,,,,
NSRD0799,Comp 10,53,DTR,CONS,N9821XD21,45-44710290,0.6997630197031,5.865143774906174,,0.0,,1.4566498640402055,,0.0,91.04161327363337,0.4999773334756446,,0.0,,0.0,0.0,0.0,0.4368527342415152,0.0,100.0,,,NSRD0799 Comp 10 53 CONS,-53um,CONS,85.0,66.92,6.19,0.297,0.027,0.053,0.082,0.011,0.005,0.29,0.115,0.018,0.003,-0.001,0.007,-0.001,0.002,0.005,0.005,0.05,0.009,0.002,0.001,-0.001,0.002,-0.43,-0.79,-1.29,-2.51,,,,,,
NSRD0799,Comp 10,53,DTR,CONS,N9821XD21,45-44710290,0.6997630197031,5.865143774906174,,0.0,,1.4566498640402055,,0.0,91.04161327363337,0.4999773334756446,,0.0,,0.0,0.0,0.0,0.4368527342415152,0.0,100.0,,,NSRD0799 Comp 10 53 CONS,-53um,CONS,,65.57,7.405,0.331,0.026,0.061,0.088,0.013,0.008,0.32,0.137,0.025,0.006,0.001,-0.001,0.003,0.001,0.009,0.006,0.043,0.012,0.002,0.003,-0.001,0.001,-0.44,-0.69,-1.29,-2.42,,,,,,
NSRD0799,Comp 12,53,DTR,CONS,N9821XD21,46-44710291,0.0,6.996797657426831,,0.0,,1.2505296529432102,,0.0,89.85709454292345,0.6038157238956892,,0.0,,0.3523583451927952,0.0,0.0,0.9394040776180284,0.0,100.0,,,NSRD0799 Comp 12 53 CONS,-53um,CONS,82.12,64.72,8.54,0.593,0.04,0.057,0.095,0.014,0.01,0.31,0.359,0.056,0.004,-0.001,0.003,-0.001,0.002,0.01,0.008,0.069,0.015,0.001,0.001,0.001,0.003,-0.42,-0.76,-1.27,-2.45,,,,,,
NSRD0799,Comp 12,53,DTR,CONS,N9821XD21,46-44710291,0.0,6.996797657426831,,0.0,,1.2505296529432102,,0.0,89.85709454292345,0.6038157238956892,,0.0,,0.3523583451927952,0.0,0.0,0.9394040776180284,0.0,100.0,,,NSRD0799 Comp 12 53 CONS,-53um,CONS,,64.61,8.352,0.576,0.038,0.055,0.092,0.014,0.012,0.287,0.349,0.059,0.007,-0.001,-0.001,0.004,0.002,0.015,0.008,0.058,0.013,0.003,0.004,-0.001,0.003,-0.45,-0.78,-1.26,-2.49,,,,,,
NSRD0799,Comp 13,53,DTR,CONS,N9821XD21,47-44710292,0.9788256202329011,6.773923128348339,,0.0,,0.9008453450729177,,0.0,90.29792852214929,0.0,,0.0,,0.41309208357150456,0.0,0.0,0.6353853006250583,0.0,100.0,,,NSRD0799 Comp 13 53 CONS,-53um,CONS,84.2,65.47,7.62,0.59,0.042,0.055,0.099,0.016,0.018,0.31,0.325,0.021,0.005,-0.001,0.009,-0.001,0.001,0.011,0.009,0.078,0.012,0.002,0.002,0.002,0.003,-0.4,-0.84,-1.26,-2.5,,,,,,
NSRD0799,Comp 13,53,DTR,CONS,N9821XD21,47-44710292,0.9788256202329011,6.773923128348339,,0.0,,0.9008453450729177,,0.0,90.29792852214929,0.0,,0.0,,0.41309208357150456,0.0,0.0,0.6353853006250583,0.0,100.0,,,NSRD0799 Comp 13 53 CONS,-53um,CONS,,64.66,8.19,0.608,0.039,0.056,0.098,0.016,0.018,0.313,0.351,0.025,0.007,0.001,-0.001,0.004,0.002,0.014,0.01,0.066,0.014,0.003,-0.001,0.001,0.002,-0.41,-0.81,-1.23,-2.45,,,,,,
NSRD0799,Comp 14,53,DTR,CONS,N9821XD21,48-44710293,1.3582596538547778,5.505994933742309,,0.0,,1.2745571486077194,,0.0,90.27082399288376,0.0,,0.0,,0.2490713084907918,0.0,0.0,1.341292962420623,0.0,100.0,,,NSRD0799 Comp 14 53 CONS,-53um,CONS,83.46,65.42,7.192,0.693,0.063,0.046,0.095,0.014,0.014,0.378,0.296,0.015,0.008,-0.001,-0.001,-0.001,0.002,0.009,0.015,0.182,0.013,0.001,-0.001,0.002,0.003,-0.25,-0.78,-1.32,-2.35,,,,,,
NSRD0799,Comp 14,53,DTR,CONS,N9821XD21,48-44710293,1.3582596538547778,5.505994933742309,,0.0,,1.2745571486077194,,0.0,90.27082399288376,0.0,,0.0,,0.2490713084907918,0.0,0.0,1.341292962420623,0.0,100.0,,,NSRD0799 Comp 14 53 CONS,-53um,CONS,,64.72,7.622,0.735,0.063,0.053,0.099,0.015,0.017,0.396,0.308,0.027,0.012,-0.001,-0.001,0.005,0.003,0.014,0.015,0.153,0.016,0.001,0.001,0.001,0.001,-0.33,-0.68,-1.27,-2.28,,,,,,
NSRD0799,Comp 16,53,DTR,CONS,N9821XD21,49-44710294,1.89132091350142,4.454079399250555,,0.0,,1.4428361194000614,,0.0,90.51657450346953,0.0,,0.0,,0.0,0.0,0.0,1.6951890643784409,0.0,100.0,,,NSRD0799 Comp 16 53 CONS,-53um,CONS,84.99,66.06,6.13,0.653,0.069,0.042,0.074,0.009,0.015,0.384,0.22,0.02,0.008,-0.001,0.002,-0.001,0.002,0.013,0.02,0.211,0.014,0.001,-0.001,0.001,0.003,-0.26,-0.75,-1.35,-2.36,,,,,,
NSRD0799,Comp 16,53,DTR,CONS,N9821XD21,49-44710294,1.89132091350142,4.454079399250555,,0.0,,1.4428361194000614,,0.0,90.51657450346953,0.0,,0.0,,0.0,0.0,0.0,1.6951890643784409,0.0,100.0,,,NSRD0799 Comp 16 53 CONS,-53um,CONS,,66.35,5.75,0.605,0.065,0.042,0.068,0.008,0.018,0.351,0.205,0.012,0.011,-0.001,-0.001,0.004,0.004,0.017,0.02,0.179,0.017,0.004,-0.001,0.002,0.003,-0.31,-0.81,-1.29,-2.41,,,,,,
NSRD0799,Comp 17,53,DTR,CONS,N9821XD21,50-44710295,2.498254610945882,7.4811445940273185,,0.0,,1.8470415525909054,,0.0,86.16239121188723,0.0,,0.0,,0.3065379414482776,0.0,0.0,1.7046300891003927,0.0,100.0,,,NSRD0799 Comp 17 53 CONS,-53um,CONS,85.6,65.09,7.662,0.706,0.058,0.046,0.104,0.012,0.017,0.382,0.28,0.016,0.007,-0.001,-0.001,-0.001,0.002,0.015,0.014,0.138,0.012,0.002,0.001,0.002,0.003,-0.24,-0.72,-1.36,-2.32,,,,,,
NSRD0799,Comp 17,53,DTR,CONS,N9821XD21,50-44710295,2.498254610945882,7.4811445940273185,,0.0,,1.8470415525909054,,0.0,86.16239121188723,0.0,,0.0,,0.3065379414482776,0.0,0.0,1.7046300891003927,0.0,100.0,,,NSRD0799 Comp 17 53 CONS,-53um,CONS,,65.79,6.265,0.685,0.057,0.045,0.098,0.012,0.016,0.35,0.281,0.031,0.01,-0.001,-0.001,0.005,0.005,0.022,0.016,0.119,0.014,0.003,-0.001,0.002,0.003,-0.34,-0.75,-1.26,-2.35,,,,,,
NSRD0800,Comp 4,53,DTR,CONS,N9821XD21,51-44710296,0.836237857561201,8.501156233815092,,0.0,,1.3796069026315159,,0.0,88.01058877385577,0.9124050600903362,,0.0,,0.0,0.0,0.0,0.3600051720460878,0.0,100.0,,,NSRD0800 Comp 4 53 CONS,-53um,CONS,81.6,64.78,8.33,0.384,0.029,0.074,0.099,0.016,0.006,0.31,0.191,0.026,0.004,-0.001,0.001,0.004,0.005,0.008,0.004,0.037,0.011,0.001,-0.001,-0.001,0.007,-0.38,-0.62,-1.27,-2.27,,,,,,
NSRD0800,Comp 4,53,DTR,CONS,N9821XD21,51-44710296,0.836237857561201,8.501156233815092,,0.0,,1.3796069026315159,,0.0,88.01058877385577,0.9124050600903362,,0.0,,0.0,0.0,0.0,0.3600051720460878,0.0,100.0,,,NSRD0800 Comp 4 53 CONS,-53um,CONS,,65.92,7.178,0.318,0.025,0.056,0.083,0.013,0.006,0.245,0.165,0.021,0.006,-0.001,-0.001,0.005,0.004,0.008,0.007,0.043,0.016,0.002,-0.001,0.001,0.003,-0.41,-0.8,-1.28,-2.49,,,,,,
NSRD0800,Comp 5,53,DTR,CONS,N9821XD21,52-44710297,2.1506286947281987,7.047734692861179,,0.0,,1.6028809173197487,,0.0,88.09617101887103,0.0,,0.0,,0.0,0.0,0.0,1.1025846762198301,0.0,100.0,,,NSRD0800 Comp 5 53 CONS,-53um,CONS,83.3,64.02,8.69,0.645,0.052,0.067,0.105,0.016,0.038,0.421,0.26,0.027,0.009,-0.001,0.001,0.004,0.009,0.015,0.011,0.092,0.014,0.001,-0.001,-0.001,0.009,-0.29,-0.68,-1.18,-2.15,,,,,,
NSRD0800,Comp 5,53,DTR,CONS,N9821XD21,52-44710297,2.1506286947281987,7.047734692861179,,0.0,,1.6028809173197487,,0.0,88.09617101887103,0.0,,0.0,,0.0,0.0,0.0,1.1025846762198301,0.0,100.0,,,NSRD0800 Comp 5 53 CONS,-53um,CONS,,65.59,7.058,0.514,0.044,0.048,0.087,0.013,0.024,0.312,0.205,0.019,0.008,-0.001,-0.001,0.005,0.005,0.011,0.013,0.097,0.017,0.002,0.004,0.001,0.003,-0.32,-0.87,-1.2,-2.39,,,,,,
NSRD0800,Comp 6,53,DTR,CONS,N9821XD21,53-44710298,1.7496132620664027,6.677484976899711,,0.0,,0.9225994634160842,,0.0,89.47644033122728,0.0,,0.0,,0.0,0.0,0.0,1.1738619663905245,0.0,100.0,,,NSRD0800 Comp 6 53 CONS,-53um,CONS,81.4,64.44,7.939,0.812,0.07,0.043,0.103,0.014,0.022,0.445,0.27,0.027,0.01,-0.001,0.001,0.004,0.004,0.011,0.014,0.146,0.013,0.003,-0.001,-0.001,0.004,-0.25,-0.75,-1.23,-2.23,,,,,,
NSRD0800,Comp 6,53,DTR,CONS,N9821XD21,53-44710298,1.7496132620664027,6.677484976899711,,0.0,,0.9225994634160842,,0.0,89.47644033122728,0.0,,0.0,,0.0,0.0,0.0,1.1738619663905245,0.0,100.0,,,NSRD0800 Comp 6 53 CONS,-53um,CONS,,65.25,7.049,0.737,0.064,0.035,0.097,0.013,0.021,0.36,0.248,0.012,0.01,-0.001,-0.001,0.004,0.004,0.015,0.016,0.159,0.019,0.002,0.002,0.001,0.002,-0.29,-0.93,-1.19,-2.41,,,,,,
NSRD0800,Comp 8,53,DTR,CONS,N9821XD21,54-44710299,1.8673502172294172,5.92215129840804,,0.0,,2.0316648059753613,,0.0,88.89603536737266,0.0,,0.0,,0.0,0.0,0.0,1.282798311014493,0.0,100.0,,,NSRD0800 Comp 8 53 CONS,-53um,CONS,81.8,64.92,6.919,0.738,0.073,0.057,0.079,0.01,0.021,0.479,0.209,0.022,0.018,-0.001,0.001,0.004,0.004,0.012,0.017,0.255,0.014,0.001,-0.001,0.001,0.005,-0.2,-0.55,-1.22,-1.97,,,,,,
NSRD0800,Comp 8,53,DTR,CONS,N9821XD21,54-44710299,1.8673502172294172,5.92215129840804,,0.0,,2.0316648059753613,,0.0,88.89603536737266,0.0,,0.0,,0.0,0.0,0.0,1.282798311014493,0.0,100.0,,,NSRD0800 Comp 8 53 CONS,-53um,CONS,,66.22,5.735,0.616,0.068,0.044,0.066,0.009,0.021,0.377,0.173,0.016,0.018,-0.001,-0.001,0.004,0.003,0.01,0.02,0.263,0.019,0.002,-0.001,-0.001,0.002,-0.28,-0.78,-1.26,-2.32,,,,,,
NSRD0800,Comp 11,53,DTR,CONS,N9821XD21,55-44710300,1.6527347025480035,6.296722108448825,,0.0,,1.241410609204985,,0.0,89.87477948004343,0.0,,0.0,,0.0,0.0,0.0,0.9343530997547538,0.0,100.0,,,NSRD0800 Comp 11 53 CONS,-53um,CONS,83.7,65.24,7.451,0.585,0.046,0.051,0.07,0.011,0.021,0.384,0.253,0.013,0.005,-0.001,0.001,0.002,0.001,0.011,0.008,0.064,0.011,0.001,-0.001,-0.001,0.006,-0.34,-0.86,-1.17,-2.37,,,,,,
NSRD0800,Comp 11,53,DTR,CONS,N9821XD21,55-44710300,1.6527347025480035,6.296722108448825,,0.0,,1.241410609204985,,0.0,89.87477948004343,0.0,,0.0,,0.0,0.0,0.0,0.9343530997547538,0.0,100.0,,,NSRD0800 Comp 11 53 CONS,-53um,CONS,,66.31,6.412,0.48,0.04,0.039,0.064,0.01,0.019,0.304,0.218,0.019,0.007,-0.001,-0.001,0.003,0.004,0.014,0.009,0.067,0.012,0.002,0.001,0.001,0.002,-0.39,-1.04,-1.19,-2.62,,,,,,
NSRD0800,Comp 15,53,DTR,CONS,N9821XD21,56-44710301,0.9119279474695754,5.54349945135864,,0.0,,0.0,,0.0,92.90194478020499,0.0,,0.0,,0.0,0.0,0.0,0.6426278209667975,0.0,100.0,,,NSRD0800 Comp 15 53 CONS,-53um,CONS,85.4,65.22,7.332,0.66,0.048,0.049,0.091,0.011,0.022,0.342,0.37,0.017,0.006,-0.001,0.001,0.003,0.004,0.012,0.008,0.064,0.013,0.001,-0.001,0.001,0.005,-0.37,-0.93,-1.11,-2.41,,,,,,
NSRD0800,Comp 15,53,DTR,CONS,N9821XD21,56-44710301,0.9119279474695754,5.54349945135864,,0.0,,0.0,,0.0,92.90194478020499,0.0,,0.0,,0.0,0.0,0.0,0.6426278209667975,0.0,100.0,,,NSRD0800 Comp 15 53 CONS,-53um,CONS,,66.34,6.262,0.553,0.044,0.039,0.077,0.01,0.018,0.264,0.325,0.013,0.006,-0.001,-0.001,0.003,0.004,0.014,0.01,0.068,0.015,0.003,0.001,0.001,0.003,-0.4,-1.05,-1.19,-2.64,,,,,,
NSRD0801,Comp 3,53,DTR,CONS,N9821XD21,57-44710302,0.9447631571483925,3.853275186079137,,0.0,,0.668630589477116,,0.0,88.21305694223675,5.590949832143163,,0.0,,0.0,0.0,0.0,0.7293242929154224,0.0,100.0,,,NSRD0801 Comp 3 53 CONS,-53um,CONS,84.4,67.86,4.607,0.304,0.024,0.029,0.109,0.009,0.008,0.18,0.145,-0.001,0.002,-0.001,0.004,0.001,-0.001,0.002,0.007,0.049,0.008,-0.001,0.003,-0.001,-0.001,-0.4,-0.97,-1.21,-2.58,,,,,,
NSRD0801,Comp 4,53,DTR,CONS,N9821XD21,58-44710303,0.9069378521124516,3.590062300025358,,0.0,,0.5319777252776948,,0.0,93.86201952362362,0.4985523874654752,,0.0,,0.0,0.0,0.0,0.6104502114954176,0.0,100.0,,,NSRD0801 Comp 4 53 CONS,-53um,CONS,89.0,67.94,4.515,0.306,0.027,0.034,0.12,0.009,0.011,0.183,0.159,0.014,0.004,-0.001,0.003,0.004,0.007,0.005,0.006,0.048,0.01,0.001,-0.001,0.002,0.001,-0.41,-1.06,-1.22,-2.69,,,,,,
NSRD0801,Comp 5,53,DTR,CONS,N9821XD21,59-44710304,1.069683362632862,4.813330423893158,,0.0,,1.0600173146986722,,0.0,91.64339468537456,0.0,,0.0,,0.0,0.0,0.0,1.413574213400742,0.0,100.0,,,NSRD0801 Comp 5 53 CONS,-53um,CONS,88.4,67.39,5.197,0.306,0.025,0.033,0.114,0.014,0.009,0.226,0.125,0.02,0.003,-0.001,0.002,0.002,0.004,0.005,0.006,0.058,0.013,-0.001,-0.001,-0.001,-0.001,-0.38,-0.91,-1.3,-2.59,,,,,,
NSRD0801,Comp 6,53,DTR,CONS,N9821XD21,60-44710305,0.9663443670623779,3.139090110945292,,0.0,,1.0534322183425864,,0.0,93.45380891028887,0.0,,0.0,,0.0,0.0,0.0,1.387324393360873,0.0,100.0,,,NSRD0801 Comp 6 53 CONS,-53um,CONS,89.2,67.88,4.148,0.368,0.037,0.04,0.123,0.014,0.013,0.29,0.086,0.005,0.003,-0.001,0.004,0.001,-0.001,0.002,0.01,0.123,0.009,-0.001,-0.001,-0.001,-0.001,-0.32,-0.81,-1.31,-2.44,,,,,,
NSRD0801,Comp 7,53,DTR,CONS,N9821XD21,61-44710306,0.820494801175002,3.594232266387921,,0.0,,0.7764606515348601,,0.0,93.58552496802618,0.0,,0.0,,0.0,0.0,0.0,1.223287312876034,0.0,100.0,,,NSRD0801 Comp 7 53 CONS,-53um,CONS,88.6,67.57,4.685,0.364,0.036,0.034,0.116,0.016,0.024,0.296,0.076,0.022,0.003,-0.001,0.002,0.003,0.004,-0.001,0.008,0.094,0.008,0.001,0.002,0.001,-0.001,-0.33,-1.04,-1.17,-2.54,,,,,,
NSRD0801,Comp 8,53,DTR,CONS,N9821XD21,62-44710307,0.821465673562475,2.9140511600706236,,0.0,,0.850522354548282,,0.0,93.31637552570686,0.0,,0.0,,0.0,0.0,0.0,2.097585286111755,0.0,100.0,,,NSRD0801 Comp 8 53 CONS,-53um,CONS,89.4,67.9,4.352,0.346,0.032,0.034,0.138,0.017,0.01,0.295,0.125,0.038,0.004,0.001,0.002,0.004,0.003,0.004,0.006,0.054,0.01,-0.001,-0.001,-0.001,-0.001,-0.42,-1.0,-1.23,-2.65,,,,,,
NSRD0796,Comp 2,53,DTR,CONS,N9821XD21,63-44710308,0.816056440028405,7.011814293731739,,0.0,,1.996725900565186,,0.0,67.30641973092699,22.86898363474766,,0.0,,0.0,0.0,0.0,0.0,0.0,100.0,,,NSRD0796 Comp 2 53 CONS,-53um,CONS,63.1,65.29,6.986,0.197,0.024,0.089,0.052,0.019,0.008,0.27,0.046,0.009,0.004,-0.001,-0.001,0.002,0.001,-0.001,0.006,0.022,0.009,0.001,-0.001,-0.001,0.004,-0.13,-0.32,-0.75,-1.2,,,,,,
NSRD0796,Comp 3,53,DTR,CONS,N9821XD21,64-44710309,1.0872175677541038,8.835908827008112,,0.0,,2.306053359045338,,0.0,86.83194983820307,0.7374069545695122,,0.0,,0.2014634534198672,0.0,0.0,0.0,0.0,100.0,,,NSRD0796 Comp 3 53 CONS,-53um,CONS,84.1,63.97,9.393,0.356,0.032,0.093,0.085,0.02,0.013,0.366,0.14,0.009,0.003,-0.001,-0.001,0.001,-0.001,-0.001,0.004,0.025,0.008,0.002,-0.001,-0.001,0.003,-0.26,-0.69,-1.03,-1.98,,,,,,
NSRD0796,Comp 4,53,DTR,CONS,N9821XD21,65-44710310,0.9906585001042257,7.540565711443395,,0.0,,2.665520027583687,,0.0,88.80325576086868,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,100.0,,,NSRD0796 Comp 4 53 CONS,-53um,CONS,86.4,65.37,7.773,0.211,0.021,0.091,0.093,0.02,0.005,0.29,0.055,0.015,0.003,-0.001,-0.001,0.001,-0.001,-0.001,0.003,0.019,0.007,-0.001,-0.001,-0.001,0.002,-0.3,-0.73,-1.22,-2.25,,,,,,
NSRD0796,Comp 5,53,DTR,CONS,N9821XD21,66-44710311,1.4697699100007904,8.02036316242336,,0.0,,4.337927552227072,,0.0,86.17193937534877,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,100.0,,,NSRD0796 Comp 5 53 CONS,-53um,CONS,84.7,64.38,8.399,0.275,0.024,0.111,0.101,0.018,0.01,0.39,0.076,0.01,0.003,0.001,0.001,0.002,-0.001,0.002,0.004,0.023,0.008,0.001,-0.001,-0.001,0.002,-0.26,-0.25,-1.15,-1.66,,,,,,
NSRD0796,Comp 6,53,DTR,CONS,N9821XD21,67-44710312,0.0,5.57245803273698,,0.0,,4.069203357249784,,0.0,90.35833861001323,0.0,,0.0,,0.0,0.0,0.0,0.0,0.0,100.0,,,NSRD0796 Comp 6 53 CONS,-53um,CONS,86.8,66.67,5.505,0.175,0.02,0.089,0.088,0.018,0.006,0.278,0.063,0.037,0.004,-0.001,-0.001,0.001,-0.001,0.003,0.004,0.026,0.009,0.002,0.001,-0.001,0.003,-0.29,-0.39,-1.07,-1.75,,,,,,
NSRD0796,Comp 7,53,DTR,CONS,N9821XD21,68-44710313,0.0,8.050651294986308,,0.0,,3.1997125955630215,,0.0,88.0800764294147,0.6695596800359697,,0.0,,0.0,0.0,0.0,0.0,0.0,100.0,,,NSRD0796 Comp 7 53 CONS,-53um,CONS,84.9,64.57,8.441,0.235,0.023,0.101,0.091,0.019,0.005,0.299,0.073,0.05,0.003,-0.001,-0.001,0.002,-0.001,0.003,0.003,0.019,0.008,0.002,-0.001,-0.001,0.003,-0.31,-0.42,-1.07,-1.8,,,,,,
GVRD0267,Comp 4,53,DTR,CONS,N9821XD21,69-44710314,0.0,6.360514594372453,,0.0,,1.6862499102870028,,0.0,89.01623653150298,2.936998963837558,,0.0,,0.0,0.0,0.0,0.0,0.0,100.0,,,GVRD0267 Comp 4 53 CONS,-53um,CONS,86.58,66.74,6.298,0.138,0.019,0.066,0.074,0.015,0.006,0.207,0.015,0.008,0.003,0.001,0.004,0.001,-0.001,0.004,0.002,0.022,0.004,0.001,0.001,0.001,0.004,-0.35,-0.64,-1.19,-2.18,,,,,,
GVRD0267,Comp 5,53,DTR,CONS,N9821XD21,70-44710315,0.0,6.2461810911536,,0.0,,1.583001306989242,,0.0,89.35994361488721,1.220199088252159,,0.0,,0.0,0.0,0.0,0.0,1.5906748987177755,100.0,,,GVRD0267 Comp 5 53 CONS,-53um,CONS,88.29,66.32,6.542,0.179,0.015,0.06,0.086,0.017,0.006,0.213,0.012,0.007,0.003,-0.001,0.007,0.002,-0.001,0.002,0.003,0.03,0.009,0.001,-0.001,0.001,0.001,-0.34,-0.73,-1.21,-2.28,,,,,,
GVRD0267,Comp 6,53,DTR,CONS,N9821XD21,71-44710316,0.0,6.052298859010024,,0.0,,1.6222453565276616,,0.0,91.07930484154654,1.246150942915774,,0.0,,0.0,0.0,0.0,0.0,0.0,100.0,,,GVRD0267 Comp 6 53 CONS,-53um,CONS,88.29,66.85,5.974,0.122,0.019,0.062,0.071,0.014,0.006,0.204,0.014,0.016,0.004,-0.001,0.007,0.001,0.001,0.004,0.002,0.022,0.006,0.001,-0.001,0.001,0.004,-0.37,-0.72,-1.2,-2.29,,,,,,
GVRD0267,Comp 7,53,DTR,CONS,N9821XD21,72-44710317,0.0,4.435649558447983,,0.0,,1.2437246245693108,,0.0,92.6656968430996,1.654928973883111,,0.0,,0.0,0.0,0.0,0.0,0.0,100.0,,,GVRD0267 Comp 7 53 CONS,-53um,CONS,89.61,68.06,4.643,0.083,0.011,0.053,0.068,0.014,0.006,0.167,0.012,0.009,0.003,-0.001,0.006,0.003,-0.001,0.003,0.002,0.026,0.006,0.002,-0.001,0.001,0.003,-0.44,-0.89,-1.19,-2.52,,,,,,
GVRD0267,Comp 8,53,DTR,CONS,N9821XD21,73-44710318,0.0,5.3944701939626984,,0.0,,1.2851808713183366,,0.0,92.57881528690324,0.7415336478157504,,0.0,,0.0,0.0,0.0,0.0,0.0,100.0,,,GVRD0267 Comp 8 53 CONS,-53um,CONS,88.47,67.23,5.707,0.1,0.019,0.062,0.078,0.015,0.006,0.182,0.016,0.012,0.003,-0.001,0.007,0.001,0.002,0.006,0.002,0.026,0.011,0.002,-0.001,0.001,0.005,-0.42,-0.73,-1.23,-2.38,,,,,,
GVRD0267,Comp 9,53,DTR,CONS,N9821XD21,74-44710319,0.0,5.789140410361923,,0.0,,2.405339326106895,,0.0,90.26797969298934,0.0,,0.0,,0.0,0.0,0.0,0.0,1.5375405705418264,100.0,,,GVRD0267 Comp 9 53 CONS,-53um,CONS,89.23,66.38,6.137,0.173,0.019,0.077,0.083,0.016,0.01,0.252,0.022,0.007,0.004,-0.001,0.005,0.003,-0.001,0.002,0.003,0.034,0.003,0.001,-0.001,0.001,0.004,-0.34,-0.56,-1.22,-2.12,,,,,,
GVRD0268,Comp 2,53,DTR,CONS,N9821XD21,75-44710320,0.0,7.146714615413379,,0.0,,1.5072976637777715,,0.0,87.22884337570379,4.117144345105052,,0.0,,0.0,0.0,0.0,0.0,0.0,100.0,,,GVRD0268 Comp 2 53 CONS,-53um,CONS,81.82,66.27,6.944,0.094,0.018,0.065,0.07,0.018,0.004,0.16,0.029,0.003,0.003,-0.001,0.002,0.002,0.003,0.004,0.005,0.02,0.011,-0.001,0.002,-0.001,-0.001,-0.44,-0.79,-1.06,-2.29,,,,,,
